"region","name","alpha_D","alpha_H","beta1","beta10","beta11","beta12","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","eps","m_CHR","m_CHW","mu_D","mu_ICU","p_G_D","p_G_D_CHR","p_H","p_H_CHR","p_H_D","p_ICU","p_ICU_D","p_NC","p_W_D","rho_pillar2_tests","start_date"
"midlands","p_G_D_CHR",1.66217518382866e-05,-4.80778949046006e-05,0.000101432083179993,2.66245039843439e-06,-8.93841886861226e-06,2.56084023486112e-06,-0.000295577344633564,7.27084589714044e-05,6.29939828664387e-06,-1.87552307338487e-05,1.8759424206036e-05,-1.79315962048814e-05,-3.13432014241981e-05,-1.07965434785029e-06,-0.000339212348897501,-2.18367012949868e-08,5.55722153424837e-09,0.000167330788603646,0.00139088909171212,-5.86043873305559e-05,0.00387438242828875,0.0016419835927638,-0.00387642968287238,0.000468414668800315,-0.000511336350111132,-0.000234267179001346,-6.12770226938954e-06,-0.000699975987859171,-6.4738892268849e-07,0.036885852852893
"midlands","p_H",0.000174466872000857,3.30561179569696e-06,6.793963048586e-05,1.16038723418158e-05,-4.42016399648143e-05,-1.78528547566245e-05,-6.35598848636667e-05,3.18912894186557e-05,-7.70110638633701e-06,-1.51866674240406e-05,-3.86022811601822e-05,-5.79408088845105e-06,-1.29830258626426e-05,-8.78824853666969e-06,7.75373836645462e-05,-1.46960112633711e-08,4.16705078381241e-09,4.88760307373063e-05,0.000881866757470811,-4.0690598254652e-05,0.0016419835927638,0.0022225202475701,-0.00117276099697741,-3.29308793204598e-05,-0.000328415446101916,0.000204799196824052,-9.60398318959713e-06,-0.000669345592207717,6.20988479130343e-06,0.0580210792605446
"midlands","p_H_CHR",-0.00228607968982278,-6.48247967511167e-05,-0.000233144085428126,-5.53647046366162e-05,4.78419065200563e-05,-3.05811217808402e-05,0.000525118123773793,-8.07911215745506e-05,8.20050620647877e-05,-3.92384448629111e-07,6.45381543771872e-06,6.43231537692844e-05,-5.26794855206778e-05,0.000103154719992048,-0.00609239837412234,-1.74730168707619e-08,-9.11187021238971e-09,0.000762810504162153,0.000692292830695195,-2.25303548964142e-05,-0.00387642968287238,-0.00117276099697741,0.0144516380448937,-0.00108520114831524,0.000239447669199554,-0.000918182806271618,5.36859397167227e-06,0.00119673647742478,-1.71106213544686e-05,-0.109237296481915
"midlands","p_H_D",-3.38021173485817e-06,2.23297223342337e-05,4.54270934105389e-05,2.43339868027406e-06,-1.79014646204121e-05,1.170434099423e-05,-8.50183869205658e-05,2.0279671700627e-05,-3.33612036414137e-06,3.03945744312864e-06,-4.40949842334669e-06,-2.2051359850869e-05,2.76962820848031e-05,-5.95527707990844e-06,0.00107366361137745,1.29281778216073e-09,-6.80848464029651e-10,-0.00151337339692732,6.06458378902872e-05,-7.08655264599485e-06,0.000468414668800315,-3.29308793204598e-05,-0.00108520114831524,0.00149021217731824,-6.68931908270586e-05,-0.000688811743536619,-2.11934929499684e-06,7.08638200230131e-05,6.30297398574325e-06,0.0242193098626135
"midlands","p_ICU",-6.09050390725581e-06,-9.68952171764603e-06,1.93347595339115e-05,-6.13851737169839e-06,1.83738308421177e-05,-5.53272678660527e-06,-5.68913088123061e-05,-2.15467229172655e-06,-5.76405417386118e-06,5.46431232884402e-06,-6.60615912955349e-06,-8.7735140948902e-06,1.95364385356195e-05,-9.71419595687657e-07,0.000752460264654166,1.72687680207358e-09,1.94103125407572e-10,-0.000144173101273433,-0.00142486518272109,1.06482437516406e-05,-0.000511336350111132,-0.000328415446101916,0.000239447669199554,-6.68931908270586e-05,0.000384710586678409,0.000404483467688598,2.25592600111621e-06,0.000186194527636017,-1.33064711525596e-06,0.00867575505687065
"midlands","p_ICU_D",0.00138419580035639,-0.000120842420824441,0.000126906509648573,6.36201749408536e-06,4.03049680730576e-05,-2.87304338643504e-05,-7.10757335059981e-05,8.46382935750202e-06,-2.82024999273748e-06,-2.30939620479163e-06,5.22257051308206e-05,-9.56824695016651e-05,1.71497003818564e-05,1.76106260875205e-05,8.37738073895506e-05,-1.74206226779683e-08,9.76166563841587e-09,-0.000435779861904565,-0.0019260555378766,-9.865930787929e-06,-0.000234267179001346,0.000204799196824052,-0.000918182806271618,-0.000688811743536619,0.000404483467688598,0.00909985362967947,1.47473118043347e-06,-0.000621378431279956,-2.08933211927219e-05,0.0614340052524149
"midlands","p_NC",9.36948085933571e-07,-4.4148062776006e-07,2.08958504770855e-07,2.01422258696895e-07,-1.51113466211965e-07,3.25326231155272e-07,-1.33119378304512e-06,-3.42530876758835e-08,2.71587931667747e-08,9.75676845693627e-08,1.82989295451959e-07,-1.12152457041082e-07,3.52634320287602e-07,-1.98545130813618e-07,2.29080331247441e-06,3.47110896737827e-11,-1.09013554529745e-11,2.70346612540128e-06,-7.59211636426052e-06,3.76043754473032e-08,-6.12770226938954e-06,-9.60398318959713e-06,5.36859397167227e-06,-2.11934929499684e-06,2.25592600111621e-06,1.47473118043347e-06,1.64825582290055e-07,-3.75896687850559e-06,-2.04153802970514e-07,-0.000206089049732557
"midlands","p_W_D",-0.000879132660275951,3.36280454851924e-05,-4.81678449936382e-05,-2.6500094221424e-05,4.77087687757518e-06,-1.29105462627323e-05,0.000201899357234472,-2.43410699653896e-05,1.01718327182702e-05,3.24163291008206e-05,-1.46384432385074e-05,8.27359112327901e-05,-9.9463756325141e-05,6.31620728151572e-05,-0.00176904673010501,-6.21936595336417e-10,-1.74512224396403e-09,-0.000179422563087447,0.00182256579587215,1.62613627766804e-06,-0.000699975987859171,-0.000669345592207717,0.00119673647742478,7.08638200230131e-05,0.000186194527636017,-0.000621378431279956,-3.75896687850559e-06,0.0143590375277479,2.63866446452523e-05,-0.0130560805613834
"midlands","rho_pillar2_tests",2.25210747276286e-05,4.77614517916383e-07,2.04094083272786e-06,1.81824351434608e-07,-2.45894110686638e-06,7.44370143177378e-07,5.57810390350193e-07,-7.09411513085867e-07,-4.1149402720033e-07,-7.96727541092546e-07,-5.37551331944516e-07,-3.90299759182745e-07,1.85974227501253e-06,-1.47751137150088e-07,2.16624496346455e-05,-2.54111397991616e-10,1.95331137658552e-10,2.08895637972157e-06,3.34701803684353e-05,1.33862630654006e-06,-6.4738892268849e-07,6.20988479130343e-06,-1.71106213544686e-05,6.30297398574325e-06,-1.33064711525596e-06,-2.08933211927219e-05,-2.04153802970514e-07,2.63866446452523e-05,6.43315645383363e-06,0.00177265431839688
"midlands","start_date",-0.00610432443016157,-0.00585216682644102,0.0674805398251314,-0.00037072993437731,-0.00142987899185882,-0.000437145987522367,-0.0658190458456974,0.00366234316559593,8.3469371606851e-05,-0.000384451223486694,-0.00248045240316485,0.000171859199940431,-0.00236254078771864,0.00166150731499212,0.275829216647202,1.91392296956273e-07,-1.57291929850027e-07,-0.0489817758145267,-0.071458529605321,-0.002371941005809,0.036885852852893,0.0580210792605446,-0.109237296481915,0.0242193098626135,0.00867575505687065,0.0614340052524149,-0.000206089049732557,-0.0130560805613834,0.00177265431839688,36.8685456677433
"north_east_and_yorkshire","alpha_D",0.00440769625964413,-2.33858796281267e-05,-0.000310441405349674,2.41234764807955e-05,-2.79481004808614e-05,-2.52209507307703e-05,-0.000237008432137319,2.74876348951317e-05,-1.13356520032252e-05,2.03399054844831e-05,-4.78999699134187e-05,1.30406078379839e-05,-2.15243093455168e-05,-1.97646320685491e-05,-0.00072289745286856,2.9317130107011e-09,2.96605962930624e-09,0.000230841710218496,0.00121522828109039,-2.54395566609358e-05,0.000704384752819932,0.00108153656344941,-0.00229416092262049,-0.000218129164222582,-0.000131625461898928,-0.00236705423138922,8.4616853964231e-07,-0.00132990454189883,-2.44877404584402e-06,-0.151374343668813
"north_east_and_yorkshire","alpha_H",-2.33858796281267e-05,3.98746442111047e-05,-1.44818636007876e-05,-3.30074148709389e-06,-8.6177857286489e-07,1.2860851208741e-07,5.61161578374604e-05,-2.40581765139431e-06,1.61665138907529e-07,3.97271175845566e-07,3.1325303378483e-06,-3.17033072819257e-07,-3.07758207796641e-07,-6.10093644113361e-07,-0.000145466117906947,-2.34384544404246e-10,8.41080324576662e-11,8.71675972557528e-05,0.000138750923033942,-2.19606578974059e-06,1.93901478199556e-05,5.66716973593109e-05,2.87057914558078e-05,-6.69870156644548e-05,-1.75186157832146e-05,2.01288669124257e-05,-3.64902582471235e-07,-3.38122682723736e-05,-3.57857853417298e-06,-0.00802853717227824
"north_east_and_yorkshire","beta1",-0.000310441405349674,-1.44818636007876e-05,0.000334756419302585,2.05282248711443e-06,-5.93455077441786e-06,1.60547283172477e-06,-0.000315599974139655,1.06670508425235e-05,-5.38468142610933e-06,9.11592159477619e-06,-1.02331870189127e-05,8.19809832800461e-06,-9.54867505221004e-06,-1.0689939080405e-06,6.74098545235662e-06,-3.4139036566224e-09,6.47503409105985e-10,-9.8297846301519e-05,-0.000504957352747,4.83338707984647e-06,-2.47356172508395e-05,-6.65557857732908e-05,0.000313977982760166,0.000273344013820734,5.27711711556711e-05,-5.03503108614262e-05,-1.22611478342853e-09,8.76908229354183e-05,1.24009163137626e-05,0.115299613709842
"north_east_and_yorkshire","beta10",2.41234764807955e-05,-3.30074148709389e-06,2.05282248711443e-06,1.33105244424513e-05,-1.64055106962514e-05,4.23840900014898e-06,-6.25732273412879e-06,3.54263346511216e-07,4.03317408173752e-07,9.99494259384377e-07,3.08429686160261e-07,-2.05564252732557e-06,8.04436908930058e-06,-1.18900585481989e-05,-0.000125927292946898,-2.85943091992701e-10,1.75116429572028e-10,-2.69877787304468e-05,1.15279235561285e-05,7.98434460421488e-07,2.91292616561076e-05,-2.68901339509042e-05,-4.19946679976741e-06,9.02442749617963e-06,-4.81543993853374e-06,-5.59719124557649e-05,3.90714653152174e-07,-2.62528773606046e-05,2.12443070756034e-07,0.00165700717405242
"north_east_and_yorkshire","beta11",-2.79481004808614e-05,-8.6177857286489e-07,-5.93455077441786e-06,-1.64055106962514e-05,3.40489871827093e-05,-1.08340012463092e-05,1.95771653135894e-05,-2.43049659176845e-06,1.06223616262157e-06,-3.40581151174105e-06,2.51660241438737e-06,-1.35319987260692e-07,-5.77277356228623e-06,1.16531380235558e-05,0.000139314186968849,4.4561794352091e-10,-2.28846923695602e-10,2.26538099487995e-05,-2.13794749081689e-05,-3.16673840761259e-06,-5.48212128822782e-05,1.17891593223219e-05,6.37835494964951e-06,-1.28722780482253e-05,6.43730207125327e-06,0.000105375168699951,-4.69808553204146e-07,-1.52151789832453e-05,-3.47114859023793e-08,-0.00220106984886445
"north_east_and_yorkshire","beta12",-2.52209507307703e-05,1.2860851208741e-07,1.60547283172477e-06,4.23840900014898e-06,-1.08340012463092e-05,7.88588719497871e-06,-2.0414054766209e-06,3.65259240556011e-07,-2.27793772506086e-07,1.27439013675464e-06,-1.45586235601353e-07,8.70222059169426e-07,2.06550401685506e-06,-3.56992860330753e-06,-5.55850320551342e-05,-2.20887507228088e-10,7.36149488551978e-11,8.34952243170255e-06,4.49160598802356e-05,6.80197400820146e-08,1.65777220683988e-05,-5.35578896279449e-05,-2.89071725652586e-06,-9.75155385115879e-06,-7.31098106420712e-06,-1.7104521216165e-05,3.05408071531597e-07,1.41059082430732e-05,2.301892964134e-06,-0.000627498636185715
"north_east_and_yorkshire","beta2",-0.000237008432137319,5.61161578374604e-05,-0.000315599974139655,-6.25732273412879e-06,1.95771653135894e-05,-2.0414054766209e-06,0.000732228133172195,-4.6581193457925e-05,2.11620009086044e-05,-1.73789853466434e-05,3.40249096824515e-05,-2.61966910597643e-05,3.28227097548326e-05,-4.65296392844202e-06,-0.000247754812580347,5.96891962816469e-09,-2.50432632008159e-09,0.000236306642081189,0.0008516119371984,-1.63556321820483e-05,-0.000331523984291496,-2.57885020957243e-05,0.000401664930486708,-0.000376870541781697,-9.85345825620663e-05,-5.57902250237043e-06,-7.35332239834836e-07,0.000263130323901398,-1.16886347743407e-05,-0.0979172187810532
"north_east_and_yorkshire","beta3",2.74876348951317e-05,-2.40581765139431e-06,1.06670508425235e-05,3.54263346511216e-07,-2.43049659176845e-06,3.65259240556011e-07,-4.6581193457925e-05,5.6204062093471e-06,-2.76211321358694e-06,2.40441919677423e-06,-3.39056799628126e-06,2.60154910053283e-06,-2.94818816416605e-06,1.20222856030105e-06,-3.04402652890461e-05,-4.14572589177718e-10,1.60044651590974e-10,-1.90962441974671e-05,-6.73047768347712e-05,9.56521776522375e-07,8.1907589683137e-05,1.25427270492827e-05,-7.16970733454193e-05,3.18278711204921e-05,2.61644834212282e-06,-3.54022363066267e-05,1.07044661574449e-07,-4.3562814041893e-05,-4.62715668701822e-07,0.0035630110877804
"north_east_and_yorkshire","beta4",-1.13356520032252e-05,1.61665138907529e-07,-5.38468142610933e-06,4.03317408173752e-07,1.06223616262157e-06,-2.27793772506086e-07,2.11620009086044e-05,-2.76211321358694e-06,3.07004359170812e-06,-2.83782099483147e-06,2.91114607637553e-06,-8.72821564890137e-07,1.32275315449504e-06,-1.17185258227265e-06,3.53455793775658e-05,6.08603904256713e-10,-4.41814709177285e-10,-1.16914103312593e-05,1.90480372338084e-05,-3.42240783748934e-07,1.15968348972943e-05,-1.5463808397721e-05,1.21141268789217e-05,-2.28535706149102e-06,-2.94047068807919e-06,1.98459496114329e-05,3.47208532353159e-08,6.61901361196133e-05,1.87369200604728e-07,-0.000866471105880041
"north_east_and_yorkshire","beta5",2.03399054844831e-05,3.97271175845566e-07,9.11592159477619e-06,9.99494259384377e-07,-3.40581151174105e-06,1.27439013675464e-06,-1.73789853466434e-05,2.40441919677423e-06,-2.83782099483147e-06,6.86176203367767e-06,-6.56273787026973e-06,3.18372326491072e-06,-2.53189738008455e-06,6.51239972151192e-07,-0.000124721398859214,-8.48449501117762e-10,4.43055727260949e-10,2.08572268727707e-05,3.04478414928475e-05,7.51911549626349e-07,1.01785867456452e-05,6.29707501252641e-06,4.90281128644687e-05,1.84524927616803e-06,-1.10080870080109e-05,-8.22948901733961e-05,-2.88049288144051e-09,-4.2553604086193e-05,6.26827729339689e-07,0.00206299998891872
"north_east_and_yorkshire","beta6",-4.78999699134187e-05,3.1325303378483e-06,-1.02331870189127e-05,3.08429686160261e-07,2.51660241438737e-06,-1.45586235601353e-07,3.40249096824515e-05,-3.39056799628126e-06,2.91114607637553e-06,-6.56273787026973e-06,1.43861870334959e-05,-9.70136922593515e-06,7.4763789902456e-06,-1.74495667180461e-06,6.33135076213083e-06,1.06392498050677e-09,-6.60424417972946e-10,3.21954802917215e-06,3.89592488771395e-05,-8.36895895359174e-07,-8.98259620627778e-05,-6.84449366257128e-05,5.25213962970232e-05,-1.80192549654062e-05,5.91920202830768e-06,8.53341114737677e-05,4.27968831026083e-08,1.18845752594816e-07,-8.38571376652336e-08,-0.00192376713006266
"north_east_and_yorkshire","beta7",1.30406078379839e-05,-3.17033072819257e-07,8.19809832800461e-06,-2.05564252732557e-06,-1.35319987260692e-07,8.70222059169426e-07,-2.61966910597643e-05,2.60154910053283e-06,-8.72821564890137e-07,3.18372326491072e-06,-9.70136922593515e-06,1.5544352902075e-05,-1.69139053933979e-05,5.61630943457683e-06,-3.08015267551795e-05,2.16901504580439e-11,-2.31546663039938e-10,2.84549578956023e-05,-1.89873884906621e-05,1.31517875857175e-07,4.79031648823904e-05,-1.28305747029808e-05,-3.63229438099717e-06,-1.67343950038958e-05,-7.79713036273756e-06,9.42087396082588e-06,7.17832236051114e-08,4.32449079298334e-05,1.24588668401032e-07,0.000986707254465747
"north_east_and_yorkshire","beta8",-2.15243093455168e-05,-3.07758207796641e-07,-9.54867505221004e-06,8.04436908930058e-06,-5.77277356228623e-06,2.06550401685506e-06,3.28227097548326e-05,-2.94818816416605e-06,1.32275315449504e-06,-2.53189738008455e-06,7.4763789902456e-06,-1.69139053933979e-05,3.27876388760315e-05,-1.79936979510674e-05,4.62638997124621e-05,5.19014396859504e-10,-4.67461574825103e-11,-6.24371129238478e-05,1.44866476862993e-05,-4.02775476213826e-07,-1.57792372173504e-05,-4.02461126440392e-06,-3.89729294405657e-05,4.22369036791637e-05,3.03551413477487e-06,-0.000115253573703846,-8.70349032026149e-08,-1.55226346182208e-05,9.82356197009342e-07,-0.00105204508084976
"north_east_and_yorkshire","beta9",-1.97646320685491e-05,-6.10093644113361e-07,-1.0689939080405e-06,-1.18900585481989e-05,1.16531380235558e-05,-3.56992860330753e-06,-4.65296392844202e-06,1.20222856030105e-06,-1.17185258227265e-06,6.51239972151192e-07,-1.74495667180461e-06,5.61630943457683e-06,-1.79936979510674e-05,2.02163990660471e-05,-8.71449159152032e-06,1.36671926189082e-10,-6.73941658391065e-11,5.66496676782229e-05,-8.06968092314582e-06,1.88085617252549e-07,-1.69507408169086e-05,-3.02099565307419e-05,2.51759021639452e-05,-2.72645111246218e-05,2.50116495901688e-06,3.52508943424505e-05,2.42206390734978e-08,-1.16983549639496e-05,-2.54906143603731e-06,-0.00120405682338709
"north_east_and_yorkshire","eps",-0.00072289745286856,-0.000145466117906947,6.74098545235662e-06,-0.000125927292946898,0.000139314186968849,-5.55850320551342e-05,-0.000247754812580347,-3.04402652890461e-05,3.53455793775658e-05,-0.000124721398859214,6.33135076213083e-06,-3.08015267551795e-05,4.62638997124621e-05,-8.71449159152032e-06,0.0567405620811123,2.5694271809484e-07,-1.1601917567689e-07,0.0015575144465706,-0.0012132181013708,3.73877692120152e-05,-0.00531893254351958,-0.0015503118371018,-0.0101092257338746,-0.000280928402663878,0.000360578985828958,0.00203101950458443,-5.13103315871702e-06,0.00600340626414986,3.24936424004951e-05,0.0172130654626833
"north_east_and_yorkshire","m_CHR",2.9317130107011e-09,-2.34384544404246e-10,-3.4139036566224e-09,-2.85943091992701e-10,4.4561794352091e-10,-2.20887507228088e-10,5.96891962816469e-09,-4.14572589177718e-10,6.08603904256713e-10,-8.48449501117762e-10,1.06392498050677e-09,2.16901504580439e-11,5.19014396859504e-10,1.36671926189082e-10,2.5694271809484e-07,3.10213292774913e-12,-1.42978623884742e-12,1.59492448449078e-08,7.94265279197751e-10,2.11472440162963e-10,-2.83505083163128e-08,-1.03421715378056e-08,-6.33486175956316e-08,-5.88364305052228e-09,1.63993443101871e-09,3.26867968243264e-09,-2.67963522747741e-11,3.6307147576122e-08,1.20572543620532e-10,-2.98865960329847e-07
"north_east_and_yorkshire","m_CHW",2.96605962930624e-09,8.41080324576662e-11,6.47503409105985e-10,1.75116429572028e-10,-2.28846923695602e-10,7.36149488551978e-11,-2.50432632008159e-09,1.60044651590974e-10,-4.41814709177285e-10,4.43055727260949e-10,-6.60424417972946e-10,-2.31546663039938e-10,-4.67461574825103e-11,-6.73941658391065e-11,-1.1601917567689e-07,-1.42978623884742e-12,7.63590977577878e-13,-1.04793081533256e-08,-2.47024583714531e-09,-1.81065211524492e-10,1.4775394161635e-08,3.97925387219042e-09,8.55262994006802e-09,4.18653836304611e-09,-5.61983740649854e-10,-8.30803124228667e-09,2.62086026508883e-11,-3.23908072850083e-08,-6.22385228787516e-11,-4.36442149073999e-07
"north_east_and_yorkshire","mu_D",0.000230841710218496,8.71675972557528e-05,-9.8297846301519e-05,-2.69877787304468e-05,2.26538099487995e-05,8.34952243170255e-06,0.000236306642081189,-1.90962441974671e-05,-1.16914103312593e-05,2.08572268727707e-05,3.21954802917215e-06,2.84549578956023e-05,-6.24371129238478e-05,5.66496676782229e-05,0.0015575144465706,1.59492448449078e-08,-1.04793081533256e-08,0.0081267336290939,0.00153372962366446,-3.62658766606008e-07,-5.71866303961518e-05,-0.000226778053339038,-0.0016927302708639,-0.00428732118878362,1.38967551486128e-05,0.000340854995491425,-1.9719133093756e-06,0.000441352381444391,5.81034051719092e-05,-0.0951229046486974
"north_east_and_yorkshire","mu_ICU",0.00121522828109039,0.000138750923033942,-0.000504957352747,1.15279235561285e-05,-2.13794749081689e-05,4.49160598802356e-05,0.0008516119371984,-6.73047768347712e-05,1.90480372338084e-05,3.04478414928475e-05,3.89592488771395e-05,-1.89873884906621e-05,1.44866476862993e-05,-8.06968092314582e-06,-0.0012132181013708,7.94265279197751e-10,-2.47024583714531e-09,0.00153372962366446,0.0131323016869094,-7.48238888711319e-05,-0.00155447096488864,-0.000161659817329828,0.00309624211702095,-0.00169918758990434,-0.00169075719849397,-0.000544451412189098,-5.10588480930155e-06,-0.00232911670745587,2.51667026397617e-05,-0.282771601339875
"north_east_and_yorkshire","p_G_D",-2.54395566609358e-05,-2.19606578974059e-06,4.83338707984647e-06,7.98434460421488e-07,-3.16673840761259e-06,6.80197400820146e-08,-1.63556321820483e-05,9.56521776522375e-07,-3.42240783748934e-07,7.51911549626349e-07,-8.36895895359174e-07,1.31517875857175e-07,-4.02775476213826e-07,1.88085617252549e-07,3.73877692120152e-05,2.11472440162963e-10,-1.81065211524492e-10,-3.62658766606008e-07,-7.48238888711319e-05,1.01820447497617e-05,-2.4747527191726e-05,-9.26379941092075e-06,5.19799019439779e-05,1.70899446818176e-05,5.57623326079129e-06,3.10366184368683e-05,1.08840357622464e-07,-3.40291081510827e-05,-2.49485997482064e-07,0.00358136665983485
"north_east_and_yorkshire","p_G_D_CHR",0.000704384752819932,1.93901478199556e-05,-2.47356172508395e-05,2.91292616561076e-05,-5.48212128822782e-05,1.65777220683988e-05,-0.000331523984291496,8.1907589683137e-05,1.15968348972943e-05,1.01785867456452e-05,-8.98259620627778e-05,4.79031648823904e-05,-1.57792372173504e-05,-1.69507408169086e-05,-0.00531893254351958,-2.83505083163128e-08,1.4775394161635e-08,-5.71866303961518e-05,-0.00155447096488864,-2.4747527191726e-05,0.0145967671783618,0.00245545615180052,-0.0103054675743674,0.00124107603186994,-0.000323761713769215,-0.00180550934324801,4.26581241736367e-06,-0.000174129952791158,4.25898858374767e-05,-0.0451173243335254
"north_east_and_yorkshire","p_H",0.00108153656344941,5.66716973593109e-05,-6.65557857732908e-05,-2.68901339509042e-05,1.17891593223219e-05,-5.35578896279449e-05,-2.57885020957243e-05,1.25427270492827e-05,-1.5463808397721e-05,6.29707501252641e-06,-6.84449366257128e-05,-1.28305747029808e-05,-4.02461126440392e-06,-3.02099565307419e-05,-0.0015503118371018,-1.03421715378056e-08,3.97925387219042e-09,-0.000226778053339038,-0.000161659817329828,-9.26379941092075e-06,0.00245545615180052,0.00478957824734618,0.000219558929358929,-5.6719187702408e-05,-6.01251873245339e-05,0.000527148532680819,-1.04214641383684e-05,0.000388443678788007,-3.9834680516871e-06,-0.0318547418710357
"north_east_and_yorkshire","p_H_CHR",-0.00229416092262049,2.87057914558078e-05,0.000313977982760166,-4.19946679976741e-06,6.37835494964951e-06,-2.89071725652586e-06,0.000401664930486708,-7.16970733454193e-05,1.21141268789217e-05,4.90281128644687e-05,5.25213962970232e-05,-3.63229438099717e-06,-3.89729294405657e-05,2.51759021639452e-05,-0.0101092257338746,-6.33486175956316e-08,8.55262994006802e-09,-0.0016927302708639,0.00309624211702095,5.19799019439779e-05,-0.0103054675743674,0.000219558929358929,0.020198554191582,-0.000574797734175859,-0.000159906738574147,0.0029616457497421,-8.90075641531012e-06,0.00261719337361584,-8.21390970484277e-05,0.213204773977919
"north_east_and_yorkshire","p_H_D",-0.000218129164222582,-6.69870156644548e-05,0.000273344013820734,9.02442749617963e-06,-1.28722780482253e-05,-9.75155385115879e-06,-0.000376870541781697,3.18278711204921e-05,-2.28535706149102e-06,1.84524927616803e-06,-1.80192549654062e-05,-1.67343950038958e-05,4.22369036791637e-05,-2.72645111246218e-05,-0.000280928402663878,-5.88364305052228e-09,4.18653836304611e-09,-0.00428732118878362,-0.00169918758990434,1.70899446818176e-05,0.00124107603186994,-5.6719187702408e-05,-0.000574797734175859,0.00341143447721069,5.20548211949732e-05,-0.00162820324776446,1.34632089104927e-06,-0.000665179483914857,-1.13049399024783e-05,0.140597683906066
"north_east_and_yorkshire","p_ICU",-0.000131625461898928,-1.75186157832146e-05,5.27711711556711e-05,-4.81543993853374e-06,6.43730207125327e-06,-7.31098106420712e-06,-9.85345825620663e-05,2.61644834212282e-06,-2.94047068807919e-06,-1.10080870080109e-05,5.91920202830768e-06,-7.79713036273756e-06,3.03551413477487e-06,2.50116495901688e-06,0.000360578985828958,1.63993443101871e-09,-5.61983740649854e-10,1.38967551486128e-05,-0.00169075719849397,5.57623326079129e-06,-0.000323761713769215,-6.01251873245339e-05,-0.000159906738574147,5.20548211949732e-05,0.000415196527217365,0.000416735544562655,-5.29716719017188e-07,0.000458042853419413,-1.62732169362112e-06,0.032205856675005
"north_east_and_yorkshire","p_ICU_D",-0.00236705423138922,2.01288669124257e-05,-5.03503108614262e-05,-5.59719124557649e-05,0.000105375168699951,-1.7104521216165e-05,-5.57902250237043e-06,-3.54022363066267e-05,1.98459496114329e-05,-8.22948901733961e-05,8.53341114737677e-05,9.42087396082588e-06,-0.000115253573703846,3.52508943424505e-05,0.00203101950458443,3.26867968243264e-09,-8.30803124228667e-09,0.000340854995491425,-0.000544451412189098,3.10366184368683e-05,-0.00180550934324801,0.000527148532680819,0.0029616457497421,-0.00162820324776446,0.000416735544562655,0.0146865039293778,-4.06788758075822e-06,0.000508315148200452,-4.14722224031184e-05,-0.0111844105514628
"north_east_and_yorkshire","p_NC",8.4616853964231e-07,-3.64902582471235e-07,-1.22611478342853e-09,3.90714653152174e-07,-4.69808553204146e-07,3.05408071531597e-07,-7.35332239834836e-07,1.07044661574449e-07,3.47208532353159e-08,-2.88049288144051e-09,4.27968831026083e-08,7.17832236051114e-08,-8.70349032026149e-08,2.42206390734978e-08,-5.13103315871702e-06,-2.67963522747741e-11,2.62086026508883e-11,-1.9719133093756e-06,-5.10588480930155e-06,1.08840357622464e-07,4.26581241736367e-06,-1.04214641383684e-05,-8.90075641531012e-06,1.34632089104927e-06,-5.29716719017188e-07,-4.06788758075822e-06,1.22379910111951e-07,-2.10660133580223e-06,-3.21683793210569e-07,5.75877670800379e-05
"north_east_and_yorkshire","p_W_D",-0.00132990454189883,-3.38122682723736e-05,8.76908229354183e-05,-2.62528773606046e-05,-1.52151789832453e-05,1.41059082430732e-05,0.000263130323901398,-4.3562814041893e-05,6.61901361196133e-05,-4.2553604086193e-05,1.18845752594816e-07,4.32449079298334e-05,-1.55226346182208e-05,-1.16983549639496e-05,0.00600340626414986,3.6307147576122e-08,-3.23908072850083e-08,0.000441352381444391,-0.00232911670745587,-3.40291081510827e-05,-0.000174129952791158,0.000388443678788007,0.00261719337361584,-0.000665179483914857,0.000458042853419413,0.000508315148200452,-2.10660133580223e-06,0.0197069868037052,-3.95142781043539e-05,0.14767375705712
"north_east_and_yorkshire","rho_pillar2_tests",-2.44877404584402e-06,-3.57857853417298e-06,1.24009163137626e-05,2.12443070756034e-07,-3.47114859023793e-08,2.301892964134e-06,-1.16886347743407e-05,-4.62715668701822e-07,1.87369200604728e-07,6.26827729339689e-07,-8.38571376652336e-08,1.24588668401032e-07,9.82356197009342e-07,-2.54906143603731e-06,3.24936424004951e-05,1.20572543620532e-10,-6.22385228787516e-11,5.81034051719092e-05,2.51667026397617e-05,-2.49485997482064e-07,4.25898858374767e-05,-3.9834680516871e-06,-8.21390970484277e-05,-1.13049399024783e-05,-1.62732169362112e-06,-4.14722224031184e-05,-3.21683793210569e-07,-3.95142781043539e-05,1.89924730766015e-05,0.00316752184853337
"north_east_and_yorkshire","start_date",-0.151374343668813,-0.00802853717227824,0.115299613709842,0.00165700717405242,-0.00220106984886445,-0.000627498636185715,-0.0979172187810532,0.0035630110877804,-0.000866471105880041,0.00206299998891872,-0.00192376713006266,0.000986707254465747,-0.00105204508084976,-0.00120405682338709,0.0172130654626833,-2.98865960329847e-07,-4.36442149073999e-07,-0.0951229046486974,-0.282771601339875,0.00358136665983485,-0.0451173243335254,-0.0318547418710357,0.213204773977919,0.140597683906066,0.032205856675005,-0.0111844105514628,5.75877670800379e-05,0.14767375705712,0.00316752184853337,50.8426393543737
