"date","region","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","ons_death_hospital","ons_death_carehome","ons_death_community","death_0","death_55","death_65","death_75","pillar2_negatives_total_pcr_over25","pillar2_positives_over25","pillar2_positives_lft_over25"
"2020-06-29","north_west",36,37,641,3,1301,13,1,0,1,3,2,7,5170,78,NA
"2020-06-30","north_west",22,38,619,0,1318,5,6,0,0,0,1,4,4813,56,NA
"2020-07-01","north_west",27,33,603,1,959,6,1,0,2,1,0,3,5101,59,NA
"2020-07-02","north_west",17,33,562,0,679,7,2,0,0,0,1,6,4917,59,NA
"2020-07-03","north_west",30,29,517,0,564,6,1,1,0,0,1,5,3669,54,NA
"2020-07-04","north_west",19,26,449,0,388,4,3,0,1,1,0,2,2377,39,NA
"2020-07-05","north_west",23,32,440,0,168,4,2,0,0,0,2,2,2177,69,NA
"2020-07-06","north_west",20,30,438,0,189,9,1,1,0,0,1,8,4336,78,NA
"2020-07-07","north_west",17,30,399,NA,NA,6,3,0,0,0,0,6,5610,54,NA
"2020-07-08","north_west",20,29,362,NA,NA,5,1,0,0,0,1,4,6745,69,NA
"2020-07-09","north_west",24,28,334,NA,NA,9,2,1,1,1,1,6,6181,85,NA
"2020-07-10","north_west",9,30,341,NA,NA,2,4,1,0,0,0,2,4994,52,NA
"2020-07-11","north_west",12,23,312,NA,NA,3,1,2,0,0,0,3,2663,43,NA
"2020-07-12","north_west",8,20,297,NA,NA,2,1,0,0,0,0,2,2487,22,NA
"2020-07-13","north_west",18,22,307,NA,NA,4,1,0,0,0,2,2,6543,65,NA
"2020-07-14","north_west",20,19,286,NA,NA,4,0,0,0,0,1,3,8722,54,NA
"2020-07-15","north_west",19,22,282,NA,NA,4,1,2,0,0,1,3,9015,82,NA
"2020-07-16","north_west",20,22,259,NA,NA,3,1,0,1,0,0,2,6529,72,NA
"2020-07-17","north_west",10,20,263,NA,NA,5,2,1,0,0,0,5,4874,55,NA
"2020-07-18","north_west",10,18,245,NA,NA,5,1,1,0,1,1,3,3381,64,NA
"2020-07-19","north_west",13,19,233,NA,NA,5,0,0,1,1,2,1,3052,52,NA
"2020-07-20","north_west",26,17,242,NA,NA,3,2,0,0,0,0,3,5576,92,NA
"2020-07-21","north_west",27,14,235,NA,NA,3,0,0,1,0,0,2,5842,96,NA
"2020-07-22","north_west",22,16,375,NA,NA,7,1,1,0,0,1,6,6133,88,NA
"2020-07-23","north_west",27,18,231,NA,NA,5,0,0,0,0,1,4,6176,85,NA
"2020-07-24","north_west",22,16,224,0,124,1,2,0,0,0,1,0,5621,92,NA
"2020-07-25","north_west",11,17,229,0,885,3,2,0,0,0,1,2,3669,88,NA
"2020-07-26","north_west",13,18,222,0,1114,4,1,0,1,0,2,1,3736,95,NA
"2020-07-27","north_west",12,17,220,0,1643,2,1,0,0,0,0,2,7893,113,NA
"2020-07-28","north_west",16,16,217,0,1577,2,0,0,0,0,0,2,9974,101,NA
"2020-07-29","north_west",12,15,205,3,1465,2,1,0,1,0,0,1,9985,163,NA
"2020-07-30","north_west",21,14,206,0,1404,1,3,0,0,0,0,1,9522,137,NA
"2020-07-31","north_west",12,13,195,1,1325,1,2,0,1,0,0,0,8279,102,NA
"2020-08-01","north_west",11,15,191,0,1137,2,0,0,0,1,0,1,5178,102,NA
"2020-08-02","north_west",12,15,188,0,878,1,0,2,0,0,0,1,5019,102,NA
"2020-08-03","north_west",19,13,181,1,1391,10,1,0,1,1,4,4,11338,178,NA
"2020-08-04","north_west",11,13,181,3,1143,3,0,0,1,0,0,2,14694,178,NA
"2020-08-05","north_west",12,13,183,0,1028,1,0,0,0,0,0,1,15101,167,NA
"2020-08-06","north_west",13,13,160,0,760,3,0,1,0,0,0,3,15552,174,NA
"2020-08-07","north_west",17,13,160,0,605,3,2,0,0,0,0,3,11773,146,NA
"2020-08-08","north_west",41,14,154,0,430,2,1,0,1,0,0,1,5373,126,NA
"2020-08-09","north_west",10,14,136,1,277,4,0,0,0,0,2,2,4371,87,NA
"2020-08-10","north_west",11,18,161,0,404,0,1,0,0,0,0,0,13063,232,NA
"2020-08-11","north_west",13,21,154,0,3,4,0,0,0,0,1,3,14847,205,NA
"2020-08-12","north_west",9,23,145,NA,NA,3,0,1,0,0,1,2,14303,175,NA
"2020-08-13","north_west",12,19,149,NA,NA,1,2,0,0,0,0,1,12304,154,NA
"2020-08-14","north_west",7,18,148,NA,NA,4,1,0,0,1,0,3,10653,145,NA
"2020-08-15","north_west",4,21,138,NA,NA,6,2,0,0,1,1,4,4729,95,NA
"2020-08-16","north_west",3,20,137,NA,NA,2,2,0,0,0,1,1,4593,71,NA
"2020-08-17","north_west",9,17,118,NA,NA,2,0,1,1,0,0,1,12471,171,NA
"2020-08-18","north_west",10,16,113,NA,NA,2,0,0,0,1,0,1,14738,108,NA
"2020-08-19","north_west",22,18,105,NA,NA,1,0,0,1,0,0,0,15412,176,NA
"2020-08-20","north_west",6,19,106,0,38,1,1,0,0,0,0,1,13387,128,NA
"2020-08-21","north_west",13,19,102,0,109,4,0,0,0,1,0,3,10985,135,NA
"2020-08-22","north_west",1,19,108,1,1397,3,0,1,1,1,1,0,4897,86,NA
"2020-08-23","north_west",9,18,103,1,1171,5,3,0,0,0,1,4,4187,67,NA
"2020-08-24","north_west",9,18,99,1,1628,5,0,0,1,1,0,3,12718,170,NA
"2020-08-25","north_west",8,14,98,0,1428,4,1,0,0,1,3,0,14559,134,NA
"2020-08-26","north_west",12,12,81,3,1269,3,0,0,0,0,1,2,13609,170,NA
"2020-08-27","north_west",23,14,89,3,1239,1,1,0,0,0,0,1,11657,152,NA
"2020-08-28","north_west",12,12,89,2,1261,2,0,1,0,0,1,1,9500,196,NA
"2020-08-29","north_west",15,11,103,4,924,0,1,0,0,0,0,0,5135,126,NA
"2020-08-30","north_west",11,10,102,0,542,2,0,0,0,0,0,2,4600,150,NA
"2020-08-31","north_west",14,12,114,3,364,4,0,0,0,0,2,2,7290,168,NA
"2020-09-01","north_west",17,17,119,0,1038,1,0,0,0,0,1,0,16916,255,NA
"2020-09-02","north_west",21,17,116,0,761,2,0,0,0,1,0,1,17474,428,NA
"2020-09-03","north_west",23,16,130,3,638,2,0,0,0,0,2,0,15771,365,NA
"2020-09-04","north_west",14,16,133,1,548,1,0,0,1,0,0,0,14035,369,NA
"2020-09-05","north_west",25,13,136,4,446,4,2,1,1,0,0,3,7284,323,NA
"2020-09-06","north_west",33,12,142,0,327,3,0,0,1,0,1,1,6918,345,NA
"2020-09-07","north_west",31,15,167,2,369,6,2,1,1,1,1,3,15269,610,NA
"2020-09-08","north_west",20,16,169,0,1,4,0,0,0,0,1,3,17134,498,NA
"2020-09-09","north_west",26,14,176,NA,NA,4,1,0,0,0,1,3,16375,491,NA
"2020-09-10","north_west",43,13,177,NA,NA,3,1,0,0,0,1,2,15685,546,NA
"2020-09-11","north_west",41,16,184,NA,NA,1,1,0,0,0,0,1,13783,490,NA
"2020-09-12","north_west",46,19,201,NA,NA,3,2,0,0,0,0,3,6392,424,NA
"2020-09-13","north_west",51,18,198,NA,NA,1,1,0,0,0,1,0,4522,306,NA
"2020-09-14","north_west",47,23,257,NA,NA,6,2,0,1,0,0,5,13806,582,NA
"2020-09-15","north_west",62,25,274,NA,NA,5,1,0,1,0,0,4,17789,600,NA
"2020-09-16","north_west",54,29,292,NA,NA,5,2,1,0,0,1,4,16466,839,NA
"2020-09-17","north_west",58,32,314,NA,NA,8,2,0,0,1,3,4,15789,854,NA
"2020-09-18","north_west",44,34,315,3,106,7,0,0,0,0,1,6,13158,893,NA
"2020-09-19","north_west",52,33,340,10,1220,4,0,0,0,1,0,3,7240,860,NA
"2020-09-20","north_west",66,39,359,7,1227,4,3,0,0,0,3,1,7419,961,NA
"2020-09-21","north_west",92,40,398,13,1555,1,0,1,0,0,1,0,12976,801,NA
"2020-09-22","north_west",80,46,424,14,1406,12,1,0,2,2,1,7,19143,1085,NA
"2020-09-23","north_west",97,56,461,18,1491,16,1,1,0,2,5,9,18143,1143,NA
"2020-09-24","north_west",80,60,506,14,1506,8,2,3,0,0,1,7,16596,1243,NA
"2020-09-25","north_west",71,69,540,21,1492,9,0,1,0,1,0,8,15034,1200,NA
"2020-09-26","north_west",66,77,560,22,1288,16,1,2,1,0,3,12,7463,1052,NA
"2020-09-27","north_west",73,68,562,11,1096,9,3,3,0,1,1,7,6812,1141,NA
"2020-09-28","north_west",110,74,631,16,1276,14,1,0,0,0,2,12,17314,1580,NA
"2020-09-29","north_west",82,82,637,8,904,10,2,0,0,0,2,8,20644,1582,NA
"2020-09-30","north_west",101,91,686,9,811,22,1,1,0,3,3,16,19081,1688,NA
"2020-10-01","north_west",128,89,688,7,618,17,2,0,3,1,4,9,19056,1894,NA
"2020-10-02","north_west",122,93,704,7,493,23,0,2,1,3,4,15,16904,1886,NA
"2020-10-03","north_west",130,91,758,10,502,16,1,4,1,2,2,11,9272,1707,NA
"2020-10-04","north_west",208,95,852,3,263,17,0,1,0,0,3,14,8413,1757,NA
"2020-10-05","north_west",141,104,930,4,252,17,2,2,0,1,4,12,20189,2641,NA
"2020-10-06","north_west",185,108,1043,NA,NA,24,3,0,4,1,8,11,24308,2654,NA
"2020-10-07","north_west",145,115,1077,NA,NA,24,2,3,1,6,3,14,21906,2590,NA
"2020-10-08","north_west",178,117,1146,NA,NA,20,3,0,0,1,5,14,20541,2598,NA
"2020-10-09","north_west",180,122,1158,NA,NA,27,5,0,1,1,6,19,16481,2317,NA
"2020-10-10","north_west",177,133,1213,NA,NA,28,6,2,1,2,4,21,8092,1884,NA
"2020-10-11","north_west",209,132,1274,NA,NA,32,2,2,1,1,7,23,7084,1856,NA
"2020-10-12","north_west",220,132,1304,NA,NA,33,6,1,2,2,11,18,20679,3061,NA
"2020-10-13","north_west",244,140,1460,NA,NA,27,3,1,1,2,5,19,23475,2673,NA
"2020-10-14","north_west",223,135,1554,NA,NA,33,1,1,1,4,4,24,21213,2839,NA
"2020-10-15","north_west",258,149,1610,NA,NA,31,7,0,2,3,6,20,19155,2627,NA
"2020-10-16","north_west",196,152,1710,2,103,41,5,5,1,4,10,26,15959,2503,NA
"2020-10-17","north_west",272,160,1772,28,1352,49,5,5,2,11,5,31,8840,2397,NA
"2020-10-18","north_west",276,161,1849,22,1300,39,9,1,2,1,9,27,7355,2125,NA
"2020-10-19","north_west",230,167,1884,32,1624,44,6,0,1,2,11,30,22097,4202,NA
"2020-10-20","north_west",241,186,2099,29,1372,52,2,2,0,5,9,38,26224,3711,NA
"2020-10-21","north_west",252,185,2097,29,1298,51,8,5,2,1,10,38,24935,3671,NA
"2020-10-22","north_west",243,178,2017,34,1289,42,8,2,0,3,14,25,23174,3202,NA
"2020-10-23","north_west",275,190,2200,33,1259,49,5,7,1,2,8,38,20283,2912,NA
"2020-10-24","north_west",278,203,2269,26,1015,52,2,1,1,6,8,37,9747,2250,NA
"2020-10-25","north_west",335,200,2396,21,789,64,4,3,2,8,11,43,8513,2223,NA
"2020-10-26","north_west",294,215,2495,19,883,53,8,5,2,4,8,39,23237,3827,NA
"2020-10-27","north_west",314,212,2566,23,855,46,11,12,2,4,7,33,25195,3362,NA
"2020-10-28","north_west",323,210,2603,15,735,56,11,5,1,5,11,39,23431,3140,NA
"2020-10-29","north_west",340,213,2676,12,609,72,10,1,2,3,12,55,21125,3044,NA
"2020-10-30","north_west",256,210,2593,8,523,76,9,4,1,5,14,56,17753,2906,NA
"2020-10-31","north_west",280,211,2752,11,436,63,12,5,6,6,8,43,8182,2166,NA
"2020-11-01","north_west",293,209,2800,8,267,67,10,1,3,4,15,45,7637,2044,NA
"2020-11-02","north_west",288,231,2883,9,372,62,10,3,2,3,11,46,22732,4023,NA
"2020-11-03","north_west",277,238,2946,NA,NA,74,13,5,2,6,22,44,23522,2977,NA
"2020-11-04","north_west",312,257,2956,NA,NA,70,8,6,1,7,12,50,19892,2665,1
"2020-11-05","north_west",247,233,2815,NA,NA,62,11,4,1,3,18,40,19181,2544,NA
"2020-11-06","north_west",207,256,2968,NA,NA,77,14,5,3,6,14,54,24230,2458,17
"2020-11-07","north_west",255,262,2883,NA,NA,76,9,4,2,9,20,45,14297,1910,19
"2020-11-08","north_west",298,251,2953,NA,NA,77,8,3,2,8,19,48,12726,2136,38
"2020-11-09","north_west",262,259,3042,NA,NA,72,6,5,4,10,7,51,30610,3101,36
"2020-11-10","north_west",297,229,2876,NA,NA,65,12,3,3,5,14,43,29507,2459,34
"2020-11-11","north_west",314,261,3044,NA,NA,56,18,9,4,9,10,33,26821,2583,49
"2020-11-12","north_west",306,267,3023,NA,NA,66,15,4,2,6,16,42,22436,2095,42
"2020-11-13","north_west",235,280,3042,0,22,79,12,6,5,4,18,52,21156,2025,55
"2020-11-14","north_west",224,266,3011,1,40,62,12,7,1,2,11,48,11617,1521,47
"2020-11-15","north_west",232,259,3063,1,138,69,11,5,1,5,19,44,8439,1350,43
"2020-11-16","north_west",287,270,3158,23,1831,69,5,4,4,5,14,46,22005,2059,41
"2020-11-17","north_west",278,258,3097,17,1659,69,8,2,2,4,17,46,24316,1756,41
"2020-11-18","north_west",249,254,3061,13,1650,70,18,7,3,4,17,46,21242,1598,26
"2020-11-19","north_west",226,244,3025,10,1587,60,14,3,1,5,11,43,18420,1282,29
"2020-11-20","north_west",180,240,2859,22,1479,57,9,4,2,5,9,41,16632,1212,35
"2020-11-21","north_west",185,228,2769,17,1385,70,14,3,4,4,16,46,7748,835,14
"2020-11-22","north_west",216,233,2794,7,937,52,14,3,0,5,12,35,6617,864,11
"2020-11-23","north_west",181,234,2810,6,992,59,9,6,2,4,9,44,18758,1322,28
"2020-11-24","north_west",184,229,2811,7,849,63,8,2,3,4,9,47,21697,1061,27
"2020-11-25","north_west",216,228,2700,7,667,61,16,9,2,9,15,35,18852,1057,22
"2020-11-26","north_west",188,221,2607,6,553,46,8,2,1,2,8,35,17115,903,19
"2020-11-27","north_west",188,203,2551,2,599,51,11,1,4,5,10,32,14828,842,17
"2020-11-28","north_west",151,191,2355,3,576,48,12,3,2,3,9,34,6947,718,15
"2020-11-29","north_west",193,198,2510,5,434,49,9,4,0,5,9,35,5846,600,18
"2020-11-30","north_west",178,199,2572,3,408,54,5,5,2,7,10,35,17891,1177,21
"2020-12-01","north_west",213,194,2517,5,364,53,14,2,1,5,7,40,20402,1002,15
"2020-12-02","north_west",156,186,2368,2,290,42,6,4,1,4,10,27,19244,858,21
"2020-03-16","south_east",NA,NA,NA,NA,NA,8,1,0,0,0,2,6,NA,NA,NA
"2020-03-17","south_east",NA,NA,NA,NA,NA,7,0,0,0,1,0,6,NA,NA,NA
"2020-03-18","south_east",NA,NA,NA,NA,NA,11,0,0,0,1,2,8,NA,NA,NA
"2020-03-19","south_east",103,NA,NA,NA,NA,9,0,0,1,1,0,7,NA,NA,NA
"2020-03-20","south_east",90,NA,188,NA,NA,14,2,0,2,1,5,6,NA,NA,NA
"2020-03-21","south_east",91,NA,332,NA,NA,12,1,0,0,1,3,8,NA,NA,NA
"2020-03-22","south_east",94,NA,439,NA,NA,27,1,2,0,0,4,23,NA,NA,NA
"2020-03-23","south_east",114,NA,480,NA,NA,23,0,2,1,2,3,17,NA,NA,NA
"2020-03-24","south_east",123,NA,506,NA,NA,24,6,0,0,2,5,17,NA,NA,NA
"2020-03-25","south_east",141,NA,610,NA,NA,30,3,2,1,1,4,24,NA,NA,NA
"2020-03-26","south_east",138,NA,654,NA,NA,42,0,1,1,1,10,30,NA,NA,NA
"2020-03-27","south_east",230,NA,800,NA,NA,41,5,1,1,3,3,34,NA,NA,NA
"2020-03-28","south_east",250,NA,861,NA,NA,39,2,4,0,5,5,29,NA,NA,NA
"2020-03-29","south_east",273,NA,1076,NA,NA,56,4,2,2,6,12,36,NA,NA,NA
"2020-03-30","south_east",317,NA,1284,NA,NA,67,8,6,2,10,11,44,NA,NA,NA
"2020-03-31","south_east",295,NA,1535,NA,NA,74,7,1,5,6,13,50,NA,NA,NA
"2020-04-01","south_east",304,NA,1461,NA,NA,76,13,4,4,6,13,53,NA,NA,NA
"2020-04-02","south_east",322,157,1715,NA,NA,75,21,4,4,8,15,48,NA,NA,NA
"2020-04-03","south_east",332,188,1683,NA,NA,77,16,8,4,6,17,50,NA,NA,NA
"2020-04-04","south_east",348,226,1848,NA,NA,93,27,14,2,6,12,73,NA,NA,NA
"2020-04-05","south_east",277,256,2037,NA,NA,87,40,3,2,11,11,63,NA,NA,NA
"2020-04-06","south_east",326,248,2055,NA,NA,97,24,12,3,8,18,68,NA,NA,NA
"2020-04-07","south_east",353,310,2280,NA,NA,99,35,8,4,5,22,68,NA,NA,NA
"2020-04-08","south_east",249,302,2290,NA,NA,97,50,6,5,10,17,65,NA,NA,NA
"2020-04-09","south_east",286,284,2174,NA,NA,123,52,13,6,8,22,87,NA,NA,NA
"2020-04-10","south_east",269,338,2297,NA,NA,94,59,9,0,8,20,66,NA,NA,NA
"2020-04-11","south_east",235,350,2285,NA,NA,95,64,6,9,7,16,63,NA,NA,NA
"2020-04-12","south_east",228,353,2342,NA,NA,91,59,6,4,10,18,59,NA,NA,NA
"2020-04-13","south_east",227,342,2346,NA,NA,83,61,3,2,10,20,51,NA,NA,NA
"2020-04-14","south_east",185,342,2347,NA,NA,79,63,4,5,4,16,54,NA,NA,NA
"2020-04-15","south_east",228,355,2262,NA,NA,76,67,6,2,6,17,51,NA,NA,NA
"2020-04-16","south_east",326,345,2245,NA,NA,65,89,15,3,6,11,45,NA,NA,NA
"2020-04-17","south_east",260,350,2205,NA,NA,84,64,2,3,9,11,61,NA,NA,NA
"2020-04-18","south_east",180,350,2250,NA,NA,64,59,7,2,4,6,52,NA,NA,NA
"2020-04-19","south_east",199,340,2278,NA,NA,75,75,8,4,5,10,56,NA,NA,NA
"2020-04-20","south_east",227,335,2261,NA,NA,93,72,9,7,10,10,66,NA,NA,NA
"2020-04-21","south_east",198,334,2185,NA,NA,64,71,4,4,6,9,45,NA,NA,NA
"2020-04-22","south_east",202,340,2164,NA,NA,69,67,6,6,6,13,44,NA,NA,NA
"2020-04-23","south_east",181,324,2034,NA,NA,59,75,9,4,2,9,44,NA,NA,NA
"2020-04-24","south_east",235,311,1909,NA,NA,72,68,6,3,6,16,47,NA,NA,NA
"2020-04-25","south_east",168,298,1849,NA,NA,58,79,4,6,5,10,37,NA,NA,NA
"2020-04-26","south_east",182,273,1775,NA,NA,52,61,7,0,3,6,43,NA,NA,NA
"2020-04-27","south_east",199,279,1831,NA,NA,45,53,3,2,3,8,32,NA,NA,NA
"2020-04-28","south_east",153,273,1791,NA,NA,46,51,6,1,5,8,32,NA,NA,NA
"2020-04-29","south_east",196,253,1657,NA,NA,47,61,5,2,3,10,32,NA,NA,NA
"2020-04-30","south_east",164,254,1655,NA,NA,33,46,4,3,2,7,21,NA,NA,NA
"2020-05-01","south_east",154,246,1648,0,18,46,63,5,0,9,6,31,NA,NA,NA
"2020-05-02","south_east",142,227,1544,0,6,37,41,3,2,4,8,23,NA,NA,NA
"2020-05-03","south_east",137,226,1523,0,2,30,36,4,2,2,6,20,NA,NA,NA
"2020-05-04","south_east",121,223,1553,0,10,38,42,1,3,3,6,26,NA,NA,NA
"2020-05-05","south_east",111,209,1499,0,112,33,42,2,1,4,4,24,NA,NA,NA
"2020-05-06","south_east",127,195,1421,0,61,28,40,2,1,2,5,20,NA,NA,NA
"2020-05-07","south_east",107,185,1351,1,67,27,42,2,1,4,4,18,NA,NA,NA
"2020-05-08","south_east",91,185,1279,0,17,28,36,7,0,2,4,22,NA,NA,NA
"2020-05-09","south_east",96,171,1206,0,216,33,51,5,0,2,4,27,NA,NA,NA
"2020-05-10","south_east",139,175,1181,0,24,23,33,2,0,1,4,18,NA,NA,NA
"2020-05-11","south_east",113,163,1196,3,299,27,26,2,1,5,2,19,NA,NA,NA
"2020-05-12","south_east",109,153,1168,0,213,32,28,6,1,7,3,21,NA,NA,NA
"2020-05-13","south_east",99,148,1126,0,284,23,36,3,2,2,3,16,NA,NA,NA
"2020-05-14","south_east",113,150,1092,1,407,30,31,1,3,0,2,25,NA,NA,NA
"2020-05-15","south_east",85,133,1073,2,826,28,35,1,0,2,6,20,NA,NA,NA
"2020-05-16","south_east",71,130,982,5,1336,23,26,2,1,1,5,16,NA,NA,NA
"2020-05-17","south_east",94,118,966,5,1707,24,28,1,1,0,3,20,NA,NA,NA
"2020-05-18","south_east",104,117,959,0,1332,26,28,1,1,1,5,19,NA,NA,NA
"2020-05-19","south_east",96,110,940,3,2058,15,29,1,0,0,0,15,NA,NA,NA
"2020-05-20","south_east",107,104,903,3,2342,29,22,0,1,2,2,24,NA,NA,NA
"2020-05-21","south_east",88,99,907,3,2601,16,14,2,0,0,2,14,NA,NA,NA
"2020-05-22","south_east",78,97,924,2,2706,20,23,4,0,0,4,16,NA,NA,NA
"2020-05-23","south_east",59,89,851,2,2181,22,17,0,1,1,3,17,NA,NA,NA
"2020-05-24","south_east",78,95,880,1,1150,23,12,0,1,0,2,20,NA,NA,NA
"2020-05-25","south_east",82,88,826,4,658,13,12,1,0,2,2,9,NA,NA,NA
"2020-05-26","south_east",74,86,851,1,952,19,21,0,1,1,3,14,NA,NA,NA
"2020-05-27","south_east",72,84,821,1,1139,19,12,1,0,2,8,9,NA,NA,NA
"2020-05-28","south_east",79,81,765,1,860,15,17,1,0,2,2,11,NA,NA,NA
"2020-05-29","south_east",65,73,753,0,378,24,11,2,3,4,5,12,NA,NA,NA
"2020-05-30","south_east",74,72,694,0,252,15,8,2,0,1,2,12,NA,NA,NA
"2020-05-31","south_east",46,70,700,0,374,13,8,2,0,0,2,11,NA,NA,NA
"2020-06-01","south_east",56,64,720,2,119,17,8,2,2,0,2,13,6900,113,NA
"2020-06-02","south_east",83,59,701,NA,NA,14,15,1,1,2,3,8,8163,125,NA
"2020-06-03","south_east",57,52,689,NA,NA,17,9,0,0,1,4,12,8342,52,NA
"2020-06-04","south_east",56,48,671,NA,NA,14,14,1,3,0,1,10,8304,87,NA
"2020-06-05","south_east",42,46,648,NA,NA,13,14,0,0,0,4,9,6956,74,NA
"2020-06-06","south_east",49,45,634,NA,NA,8,6,2,1,1,1,5,4131,42,NA
"2020-06-07","south_east",43,42,604,NA,NA,12,8,0,0,1,2,9,3332,30,NA
"2020-06-08","south_east",38,42,605,NA,NA,9,5,1,0,2,1,6,6741,66,NA
"2020-06-09","south_east",39,38,574,NA,NA,11,11,1,0,1,1,9,7914,60,NA
"2020-06-10","south_east",23,32,556,NA,NA,13,9,0,0,1,0,12,6998,58,NA
"2020-06-11","south_east",27,32,539,NA,NA,11,5,0,1,0,2,8,6755,52,NA
"2020-06-12","south_east",28,28,511,NA,NA,8,5,1,1,0,1,6,5349,35,NA
"2020-06-13","south_east",28,30,480,NA,NA,9,11,1,0,0,2,7,3055,27,NA
"2020-06-14","south_east",46,34,489,NA,NA,6,5,1,0,0,2,4,2483,36,NA
"2020-06-15","south_east",45,29,476,NA,NA,7,3,0,0,0,2,5,4446,46,NA
"2020-06-16","south_east",37,26,474,NA,NA,16,4,1,1,3,0,12,4590,39,NA
"2020-06-17","south_east",28,26,467,NA,NA,11,6,0,0,0,3,8,4231,30,NA
"2020-06-18","south_east",22,22,431,NA,NA,5,4,0,0,1,1,3,4890,33,NA
"2020-06-19","south_east",25,24,430,0,60,8,2,0,0,1,1,6,4277,35,NA
"2020-06-20","south_east",35,22,373,2,723,6,4,0,0,0,1,5,2089,22,NA
"2020-06-21","south_east",27,22,395,1,952,4,8,1,0,0,0,4,1946,16,NA
"2020-06-22","south_east",32,21,381,0,1963,6,3,0,0,0,1,5,4316,24,NA
"2020-06-23","south_east",21,21,370,5,2115,8,0,0,0,1,3,4,4596,23,NA
"2020-06-24","south_east",27,18,338,2,2542,7,8,0,0,0,0,7,5260,21,NA
"2020-06-25","south_east",27,19,342,1,3546,6,9,1,0,1,1,4,4671,31,NA
"2020-06-26","south_east",22,17,286,1,3785,7,1,3,0,0,2,5,4844,30,NA
"2020-06-27","south_east",31,20,303,0,3023,5,5,0,0,0,0,5,2640,33,NA
"2020-06-28","south_east",24,20,297,1,2267,7,2,2,0,0,1,6,2412,22,NA
"2020-06-29","south_east",23,21,309,3,3189,6,4,0,0,0,3,3,6781,33,NA
"2020-06-30","south_east",31,20,282,0,3054,5,3,2,0,0,2,3,6185,27,NA
"2020-07-01","south_east",27,18,273,2,2317,4,3,2,0,0,0,4,7203,29,NA
"2020-07-02","south_east",20,22,279,1,1534,8,2,0,1,1,1,5,6831,24,NA
"2020-07-03","south_east",19,21,279,0,1171,5,1,1,0,0,1,4,5595,20,NA
"2020-07-04","south_east",21,16,256,2,789,8,3,0,0,2,0,6,2802,11,NA
"2020-07-05","south_east",15,15,253,0,308,5,1,1,0,1,0,4,2548,29,NA
"2020-07-06","south_east",19,15,251,0,455,5,4,1,0,0,2,3,7135,17,NA
"2020-07-07","south_east",23,10,252,0,1,4,2,1,1,0,1,2,9273,26,NA
"2020-07-08","south_east",19,8,242,NA,NA,6,3,1,0,0,0,6,10559,47,NA
"2020-07-09","south_east",25,10,244,NA,NA,6,3,1,0,0,1,5,9613,39,NA
"2020-07-10","south_east",16,10,235,NA,NA,5,5,0,0,1,0,4,7439,45,NA
"2020-07-11","south_east",14,11,227,NA,NA,3,5,2,1,0,0,2,3067,14,NA
"2020-07-12","south_east",8,10,222,NA,NA,3,2,0,0,0,0,3,2822,14,NA
"2020-07-13","south_east",25,10,222,NA,NA,5,2,0,1,0,2,2,9588,37,NA
"2020-07-14","south_east",15,10,215,NA,NA,6,2,1,0,0,0,6,11604,34,NA
"2020-07-15","south_east",15,12,215,NA,NA,8,1,1,0,1,1,6,11400,46,NA
"2020-07-16","south_east",15,10,201,NA,NA,1,1,0,0,0,0,1,9434,34,NA
"2020-07-17","south_east",12,10,203,NA,NA,1,2,0,0,0,1,0,9082,31,NA
"2020-07-18","south_east",11,11,194,NA,NA,3,2,1,0,0,0,3,4552,35,NA
"2020-07-19","south_east",13,12,198,NA,NA,2,3,0,0,0,1,1,4397,29,NA
"2020-07-20","south_east",8,11,200,NA,NA,4,3,1,0,0,0,4,13733,47,NA
"2020-07-21","south_east",7,12,193,NA,NA,6,2,1,0,1,0,5,13140,53,NA
"2020-07-22","south_east",11,10,179,NA,NA,2,2,0,0,0,0,2,11826,53,NA
"2020-07-23","south_east",12,12,167,NA,NA,4,3,0,0,0,1,3,10445,51,NA
"2020-07-24","south_east",14,12,157,0,169,1,1,0,0,0,0,1,8337,32,NA
"2020-07-25","south_east",7,9,143,0,1705,3,0,0,0,0,0,3,4213,29,NA
"2020-07-26","south_east",9,11,141,1,2202,4,1,1,0,1,0,3,4024,26,NA
"2020-07-27","south_east",13,12,118,0,3266,1,0,0,0,0,0,1,11283,52,NA
"2020-07-28","south_east",12,12,135,0,3079,2,2,0,0,0,0,2,12488,45,NA
"2020-07-29","south_east",9,12,141,1,2936,4,0,1,0,0,0,4,13828,55,NA
"2020-07-30","south_east",8,11,136,0,2871,2,1,0,0,0,2,0,11038,38,NA
"2020-07-31","south_east",10,12,132,1,2856,1,3,2,0,0,0,1,8905,27,NA
"2020-08-01","south_east",14,12,123,0,2186,2,1,0,0,0,1,1,4862,18,NA
"2020-08-02","south_east",5,15,122,0,1766,2,1,1,1,0,0,1,4599,14,NA
"2020-08-03","south_east",4,12,122,1,2822,1,1,0,0,0,0,1,12657,41,NA
"2020-08-04","south_east",9,9,111,0,2377,2,0,0,0,0,0,2,14082,48,NA
"2020-08-05","south_east",12,9,106,0,2035,0,2,0,0,0,0,0,14508,45,NA
"2020-08-06","south_east",2,8,78,1,1551,2,1,0,0,0,0,2,12112,39,NA
