date,region,age,count
2020-10-30,east_of_england,85_plus,20
2020-10-31,east_of_england,85_plus,15
2020-11-01,east_of_england,85_plus,13
2020-11-02,east_of_england,85_plus,21
2020-11-03,east_of_england,85_plus,13
2020-11-04,east_of_england,85_plus,14
2020-11-05,east_of_england,85_plus,15
2020-11-06,east_of_england,85_plus,14
2020-11-07,east_of_england,85_plus,15
2020-11-08,east_of_england,85_plus,14
2020-11-09,east_of_england,85_plus,16
2020-11-10,east_of_england,85_plus,28
2020-11-11,east_of_england,85_plus,17
2020-11-12,east_of_england,85_plus,26
2020-11-13,east_of_england,85_plus,31
2020-11-14,east_of_england,85_plus,18
2020-11-15,east_of_england,85_plus,16
2020-11-16,east_of_england,85_plus,22
2020-11-17,east_of_england,85_plus,24
2020-11-18,east_of_england,85_plus,22
2020-11-19,east_of_england,85_plus,21
2020-11-20,east_of_england,85_plus,27
2020-11-21,east_of_england,85_plus,25
2020-11-22,east_of_england,85_plus,17
2020-11-23,east_of_england,85_plus,25
2020-11-24,east_of_england,85_plus,25
2020-11-25,east_of_england,85_plus,23
2020-11-26,east_of_england,85_plus,16
2020-11-27,east_of_england,85_plus,19
2020-11-28,east_of_england,85_plus,12
2020-11-29,east_of_england,85_plus,27
2020-11-30,east_of_england,85_plus,27
2020-12-01,east_of_england,85_plus,34
2020-12-02,east_of_england,85_plus,20
2020-12-03,east_of_england,85_plus,28
2020-12-04,east_of_england,85_plus,23
2020-12-05,east_of_england,85_plus,27
2020-12-06,east_of_england,85_plus,22
2020-12-07,east_of_england,85_plus,38
2020-12-08,east_of_england,85_plus,47
2020-12-09,east_of_england,85_plus,68
2020-12-10,east_of_england,85_plus,50
2020-12-11,east_of_england,85_plus,45
2020-12-12,east_of_england,85_plus,36
2020-12-13,east_of_england,85_plus,60
2020-12-14,east_of_england,85_plus,38
2020-12-15,east_of_england,85_plus,79
2020-12-16,east_of_england,85_plus,63
2020-12-17,east_of_england,85_plus,58
2020-12-18,east_of_england,85_plus,62
2020-12-19,east_of_england,85_plus,55
2020-12-20,east_of_england,85_plus,61
2020-12-21,east_of_england,85_plus,62
2020-12-22,east_of_england,85_plus,74
2020-12-23,east_of_england,85_plus,95
2020-12-24,east_of_england,85_plus,52
2020-12-25,east_of_england,85_plus,52
2020-12-26,east_of_england,85_plus,49
2020-12-27,east_of_england,85_plus,61
2020-12-28,east_of_england,85_plus,84
2020-12-29,east_of_england,85_plus,85
2020-12-30,east_of_england,85_plus,83
2020-12-31,east_of_england,85_plus,76
2021-01-01,east_of_england,85_plus,85
2021-01-02,east_of_england,85_plus,100
2021-01-03,east_of_england,85_plus,99
2021-01-04,east_of_england,85_plus,101
2021-01-05,east_of_england,85_plus,116
2021-01-06,east_of_england,85_plus,128
2021-01-07,east_of_england,85_plus,129
2021-01-08,east_of_england,85_plus,126
2021-01-09,east_of_england,85_plus,116
2021-01-10,east_of_england,85_plus,114
2021-01-11,east_of_england,85_plus,118
2021-01-12,east_of_england,85_plus,112
2021-01-13,east_of_england,85_plus,135
2021-01-14,east_of_england,85_plus,115
2021-01-15,east_of_england,85_plus,110
2021-01-16,east_of_england,85_plus,88
2021-01-17,east_of_england,85_plus,110
2021-01-18,east_of_england,85_plus,113
2021-01-19,east_of_england,85_plus,107
2021-01-20,east_of_england,85_plus,124
2021-01-21,east_of_england,85_plus,136
2021-01-22,east_of_england,85_plus,83
2021-01-23,east_of_england,85_plus,111
2021-01-24,east_of_england,85_plus,71
2021-01-25,east_of_england,85_plus,83
2021-01-26,east_of_england,85_plus,85
2021-01-27,east_of_england,85_plus,75
2021-01-28,east_of_england,85_plus,101
2021-01-29,east_of_england,85_plus,78
2021-01-30,east_of_england,85_plus,68
2021-01-31,east_of_england,85_plus,73
2021-02-01,east_of_england,85_plus,70
2021-02-02,east_of_england,85_plus,62
2021-02-03,east_of_england,85_plus,60
2020-03-19,london,85_plus,26
2020-03-20,london,85_plus,28
2020-03-21,london,85_plus,32
2020-03-22,london,85_plus,33
2020-03-23,london,85_plus,37
2020-03-24,london,85_plus,58
2020-03-25,london,85_plus,68
2020-03-26,london,85_plus,88
2020-03-27,london,85_plus,57
2020-03-28,london,85_plus,64
2020-03-29,london,85_plus,60
2020-03-30,london,85_plus,70
2020-03-31,london,85_plus,108
2020-04-01,london,85_plus,58
2020-04-02,london,85_plus,62
2020-04-03,london,85_plus,103
2020-04-04,london,85_plus,74
2020-04-05,london,85_plus,112
2020-04-06,london,85_plus,105
2020-04-07,london,85_plus,128
2020-04-08,london,85_plus,116
2020-04-09,london,85_plus,125
2020-04-10,london,85_plus,94
2020-04-11,london,85_plus,102
2020-04-12,london,85_plus,84
2020-04-13,london,85_plus,70
2020-04-14,london,85_plus,62
2020-04-15,london,85_plus,75
2020-04-16,london,85_plus,70
2020-04-17,london,85_plus,76
2020-04-18,london,85_plus,57
2020-04-19,london,85_plus,46
2020-04-20,london,85_plus,48
2020-04-21,london,85_plus,63
2020-04-22,london,85_plus,57
2020-04-23,london,85_plus,34
2020-04-24,london,85_plus,65
2020-04-25,london,85_plus,36
2020-04-26,london,85_plus,21
2020-04-27,london,85_plus,47
2020-04-28,london,85_plus,43
2020-04-29,london,85_plus,49
2020-04-30,london,85_plus,39
2020-05-01,london,85_plus,44
2020-05-02,london,85_plus,26
2020-05-03,london,85_plus,30
2020-05-04,london,85_plus,29
2020-05-05,london,85_plus,39
2020-05-06,london,85_plus,35
2020-05-07,london,85_plus,40
2020-05-08,london,85_plus,30
2020-05-09,london,85_plus,27
2020-05-10,london,85_plus,17
2020-05-11,london,85_plus,17
2020-05-12,london,85_plus,28
2020-05-13,london,85_plus,16
2020-05-14,london,85_plus,19
2020-05-15,london,85_plus,19
2020-05-16,london,85_plus,16
2020-05-17,london,85_plus,17
2020-05-18,london,85_plus,10
2020-05-19,london,85_plus,16
2020-05-20,london,85_plus,16
2020-05-21,london,85_plus,19
2020-05-22,london,85_plus,26
2020-05-23,london,85_plus,10
2020-05-24,london,85_plus,6
2020-05-25,london,85_plus,11
2020-05-26,london,85_plus,6
2020-05-27,london,85_plus,11
2020-05-28,london,85_plus,15
2020-05-29,london,85_plus,4
2020-05-30,london,85_plus,5
2020-05-31,london,85_plus,6
2020-06-01,london,85_plus,12
2020-06-02,london,85_plus,4
2020-06-03,london,85_plus,9
2020-06-04,london,85_plus,8
2020-06-05,london,85_plus,7
2020-06-06,london,85_plus,12
2020-06-07,london,85_plus,10
2020-06-08,london,85_plus,7
2020-06-09,london,85_plus,9
2020-06-10,london,85_plus,8
2020-06-11,london,85_plus,1
2020-06-12,london,85_plus,5
2020-06-13,london,85_plus,4
2020-06-14,london,85_plus,3
2020-06-15,london,85_plus,3
2020-06-16,london,85_plus,8
2020-06-17,london,85_plus,1
2020-06-18,london,85_plus,2
2020-06-19,london,85_plus,4
2020-06-20,london,85_plus,10
2020-06-21,london,85_plus,2
2020-06-22,london,85_plus,1
2020-06-23,london,85_plus,8
2020-06-24,london,85_plus,11
2020-06-25,london,85_plus,9
2020-06-26,london,85_plus,6
2020-06-27,london,85_plus,7
2020-06-28,london,85_plus,4
2020-06-29,london,85_plus,1
2020-06-30,london,85_plus,3
2020-07-01,london,85_plus,7
2020-07-02,london,85_plus,6
2020-07-03,london,85_plus,0
2020-07-04,london,85_plus,0
2020-07-05,london,85_plus,5
2020-07-06,london,85_plus,8
2020-07-07,london,85_plus,6
2020-07-08,london,85_plus,3
2020-07-09,london,85_plus,4
2020-07-10,london,85_plus,5
2020-07-11,london,85_plus,4
2020-07-12,london,85_plus,1
2020-07-13,london,85_plus,1
2020-07-14,london,85_plus,1
2020-07-15,london,85_plus,5
2020-07-16,london,85_plus,3
2020-07-17,london,85_plus,5
2020-07-18,london,85_plus,0
2020-07-19,london,85_plus,0
2020-07-20,london,85_plus,1
2020-07-21,london,85_plus,4
2020-07-22,london,85_plus,3
2020-07-23,london,85_plus,1
2020-07-24,london,85_plus,1
2020-07-25,london,85_plus,2
2020-07-26,london,85_plus,1
2020-07-27,london,85_plus,1
2020-07-28,london,85_plus,1
2020-07-29,london,85_plus,0
2020-07-30,london,85_plus,1
2020-07-31,london,85_plus,1
2020-08-01,london,85_plus,1
2020-08-02,london,85_plus,0
2020-08-03,london,85_plus,2
2020-08-04,london,85_plus,0
2020-08-05,london,85_plus,1
2020-08-06,london,85_plus,1
2020-08-07,london,85_plus,1
2020-08-08,london,85_plus,1
2020-08-09,london,85_plus,2
2020-08-10,london,85_plus,2
2020-08-11,london,85_plus,4
2020-08-12,london,85_plus,1
2020-08-13,london,85_plus,0
2020-08-14,london,85_plus,0
2020-08-15,london,85_plus,1
2020-08-16,london,85_plus,0
2020-08-17,london,85_plus,0
2020-08-18,london,85_plus,1
2020-08-19,london,85_plus,2
2020-08-20,london,85_plus,1
2020-08-21,london,85_plus,1
2020-08-22,london,85_plus,0
2020-08-23,london,85_plus,0
2020-08-24,london,85_plus,0
2020-08-25,london,85_plus,1
2020-08-26,london,85_plus,1
2020-08-27,london,85_plus,0
2020-08-28,london,85_plus,1
2020-08-29,london,85_plus,1
2020-08-30,london,85_plus,1
2020-08-31,london,85_plus,0
2020-09-01,london,85_plus,1
2020-09-02,london,85_plus,1
2020-09-03,london,85_plus,1
2020-09-04,london,85_plus,3
2020-09-05,london,85_plus,0
2020-09-06,london,85_plus,4
2020-09-07,london,85_plus,0
2020-09-08,london,85_plus,0
2020-09-09,london,85_plus,1
2020-09-10,london,85_plus,3
2020-09-11,london,85_plus,2
2020-09-12,london,85_plus,1
2020-09-13,london,85_plus,3
2020-09-14,london,85_plus,1
2020-09-15,london,85_plus,3
2020-09-16,london,85_plus,4
2020-09-17,london,85_plus,1
2020-09-18,london,85_plus,3
2020-09-19,london,85_plus,5
2020-09-20,london,85_plus,4
2020-09-21,london,85_plus,3
2020-09-22,london,85_plus,8
2020-09-23,london,85_plus,3
2020-09-24,london,85_plus,7
2020-09-25,london,85_plus,5
2020-09-26,london,85_plus,3
2020-09-27,london,85_plus,3
2020-09-28,london,85_plus,3
2020-09-29,london,85_plus,4
2020-09-30,london,85_plus,10
2020-10-01,london,85_plus,5
2020-10-02,london,85_plus,2
2020-10-03,london,85_plus,4
2020-10-04,london,85_plus,2
2020-10-05,london,85_plus,2
2020-10-06,london,85_plus,3
2020-10-07,london,85_plus,8
2020-10-08,london,85_plus,5
2020-10-09,london,85_plus,8
2020-10-10,london,85_plus,8
2020-10-11,london,85_plus,6
2020-10-12,london,85_plus,10
2020-10-13,london,85_plus,18
2020-10-14,london,85_plus,7
2020-10-15,london,85_plus,10
2020-10-16,london,85_plus,12
2020-10-17,london,85_plus,5
2020-10-18,london,85_plus,9
2020-10-19,london,85_plus,8
2020-10-20,london,85_plus,16
2020-10-21,london,85_plus,21
2020-10-22,london,85_plus,21
2020-10-23,london,85_plus,19
2020-10-24,london,85_plus,28
2020-10-25,london,85_plus,19
2020-10-26,london,85_plus,30
2020-10-27,london,85_plus,19
2020-10-28,london,85_plus,14
2020-10-29,london,85_plus,22
2020-10-30,london,85_plus,27
2020-10-31,london,85_plus,21
2020-11-01,london,85_plus,22
2020-11-02,london,85_plus,25
2020-11-03,london,85_plus,29
2020-11-04,london,85_plus,20
2020-11-05,london,85_plus,20
2020-11-06,london,85_plus,22
2020-11-07,london,85_plus,22
2020-11-08,london,85_plus,14
2020-11-09,london,85_plus,29
2020-11-10,london,85_plus,33
2020-11-11,london,85_plus,29
2020-11-12,london,85_plus,28
2020-11-13,london,85_plus,26
2020-11-14,london,85_plus,20
2020-11-15,london,85_plus,23
2020-11-16,london,85_plus,30
2020-11-17,london,85_plus,26
2020-11-18,london,85_plus,33
2020-11-19,london,85_plus,32
2020-11-20,london,85_plus,37
2020-11-21,london,85_plus,21
2020-11-22,london,85_plus,30
2020-11-23,london,85_plus,28
2020-11-24,london,85_plus,29
2020-11-25,london,85_plus,27
2020-11-26,london,85_plus,45
2020-11-27,london,85_plus,22
2020-11-28,london,85_plus,25
2020-11-29,london,85_plus,18
2020-11-30,london,85_plus,30
2020-12-01,london,85_plus,44
2020-12-02,london,85_plus,35
2020-12-03,london,85_plus,33
2020-12-04,london,85_plus,26
2020-12-05,london,85_plus,40
2020-12-06,london,85_plus,22
2020-12-07,london,85_plus,30
2020-12-08,london,85_plus,44
2020-12-09,london,85_plus,48
2020-12-10,london,85_plus,40
2020-12-11,london,85_plus,52
2020-12-12,london,85_plus,55
2020-12-13,london,85_plus,44
2020-12-14,london,85_plus,58
2020-12-15,london,85_plus,56
2020-12-16,london,85_plus,69
2020-12-17,london,85_plus,44
2020-12-18,london,85_plus,53
2020-12-19,london,85_plus,49
2020-12-20,london,85_plus,65
2020-12-21,london,85_plus,75
2020-12-22,london,85_plus,81
2020-12-23,london,85_plus,88
2020-12-24,london,85_plus,89
2020-12-25,london,85_plus,69
2020-12-26,london,85_plus,68
2020-12-27,london,85_plus,91
2020-12-28,london,85_plus,78
2020-12-29,london,85_plus,97
2020-12-30,london,85_plus,90
2020-12-31,london,85_plus,110
2021-01-01,london,85_plus,98
2021-01-02,london,85_plus,105
2021-01-03,london,85_plus,115
2021-01-04,london,85_plus,153
2021-01-05,london,85_plus,146
2021-01-06,london,85_plus,156
2021-01-07,london,85_plus,147
2021-01-08,london,85_plus,135
2021-01-09,london,85_plus,132
2021-01-10,london,85_plus,123
2021-01-11,london,85_plus,127
2021-01-12,london,85_plus,142
2021-01-13,london,85_plus,128
2021-01-14,london,85_plus,143
2021-01-15,london,85_plus,132
2021-01-16,london,85_plus,98
2021-01-17,london,85_plus,115
2021-01-18,london,85_plus,95
2021-01-19,london,85_plus,111
2021-01-20,london,85_plus,103
2021-01-21,london,85_plus,105
2021-01-22,london,85_plus,94
2021-01-23,london,85_plus,99
2021-01-24,london,85_plus,89
2021-01-25,london,85_plus,61
2021-01-26,london,85_plus,76
2021-01-27,london,85_plus,76
2021-01-28,london,85_plus,76
2021-01-29,london,85_plus,85
2021-01-30,london,85_plus,67
2021-01-31,london,85_plus,59
2021-02-01,london,85_plus,55
2021-02-02,london,85_plus,54
2021-02-03,london,85_plus,75
2020-03-19,midlands,85_plus,17
2020-03-20,midlands,85_plus,10
2020-03-21,midlands,85_plus,37
2020-03-22,midlands,85_plus,26
2020-03-23,midlands,85_plus,40
2020-03-24,midlands,85_plus,50
2020-03-25,midlands,85_plus,78
2020-03-26,midlands,85_plus,78
2020-03-27,midlands,85_plus,72
2020-03-28,midlands,85_plus,81
2020-03-29,midlands,85_plus,44
2020-03-30,midlands,85_plus,127
2020-03-31,midlands,85_plus,101
2020-04-01,midlands,85_plus,87
2020-04-02,midlands,85_plus,121
2020-04-03,midlands,85_plus,110
2020-04-04,midlands,85_plus,88
2020-04-05,midlands,85_plus,104
2020-04-06,midlands,85_plus,80
2020-04-07,midlands,85_plus,113
2020-04-08,midlands,85_plus,110
2020-04-09,midlands,85_plus,92
2020-04-10,midlands,85_plus,89
2020-04-11,midlands,85_plus,82
2020-04-12,midlands,85_plus,74
2020-04-13,midlands,85_plus,81
2020-04-14,midlands,85_plus,71
2020-04-15,midlands,85_plus,70
2020-04-16,midlands,85_plus,76
2020-04-17,midlands,85_plus,76
2020-04-18,midlands,85_plus,76
2020-04-19,midlands,85_plus,49
2020-04-20,midlands,85_plus,68
2020-04-21,midlands,85_plus,80
2020-04-22,midlands,85_plus,83
2020-04-23,midlands,85_plus,59
2020-04-24,midlands,85_plus,58
2020-04-25,midlands,85_plus,58
2020-04-26,midlands,85_plus,64
2020-04-27,midlands,85_plus,65
2020-04-28,midlands,85_plus,54
2020-04-29,midlands,85_plus,63
2020-04-30,midlands,85_plus,60
2020-05-01,midlands,85_plus,60
2020-05-02,midlands,85_plus,61
2020-05-03,midlands,85_plus,40
2020-05-04,midlands,85_plus,50
2020-05-05,midlands,85_plus,65
2020-05-06,midlands,85_plus,43
2020-05-07,midlands,85_plus,62
2020-05-08,midlands,85_plus,61
2020-05-09,midlands,85_plus,62
2020-05-10,midlands,85_plus,52
2020-05-11,midlands,85_plus,44
2020-05-12,midlands,85_plus,43
2020-05-13,midlands,85_plus,50
2020-05-14,midlands,85_plus,47
2020-05-15,midlands,85_plus,45
2020-05-16,midlands,85_plus,44
2020-05-17,midlands,85_plus,45
2020-05-18,midlands,85_plus,46
2020-05-19,midlands,85_plus,58
2020-05-20,midlands,85_plus,59
2020-05-21,midlands,85_plus,53
2020-05-22,midlands,85_plus,54
2020-05-23,midlands,85_plus,25
2020-05-24,midlands,85_plus,29
2020-05-25,midlands,85_plus,33
2020-05-26,midlands,85_plus,27
2020-05-27,midlands,85_plus,22
2020-05-28,midlands,85_plus,32
2020-05-29,midlands,85_plus,41
2020-05-30,midlands,85_plus,31
2020-05-31,midlands,85_plus,38
2020-06-01,midlands,85_plus,26
2020-06-02,midlands,85_plus,23
2020-06-03,midlands,85_plus,38
2020-06-04,midlands,85_plus,36
2020-06-05,midlands,85_plus,25
2020-06-06,midlands,85_plus,25
2020-06-07,midlands,85_plus,16
2020-06-08,midlands,85_plus,29
2020-06-09,midlands,85_plus,19
2020-06-10,midlands,85_plus,31
2020-06-11,midlands,85_plus,38
2020-06-12,midlands,85_plus,21
2020-06-13,midlands,85_plus,17
2020-06-14,midlands,85_plus,21
2020-06-15,midlands,85_plus,23
2020-06-16,midlands,85_plus,16
2020-06-17,midlands,85_plus,10
2020-06-18,midlands,85_plus,21
2020-06-19,midlands,85_plus,21
2020-06-20,midlands,85_plus,5
2020-06-21,midlands,85_plus,7
2020-06-22,midlands,85_plus,17
2020-06-23,midlands,85_plus,11
2020-06-24,midlands,85_plus,11
2020-06-25,midlands,85_plus,7
2020-06-26,midlands,85_plus,12
2020-06-27,midlands,85_plus,10
2020-06-28,midlands,85_plus,6
2020-06-29,midlands,85_plus,19
2020-06-30,midlands,85_plus,6
2020-07-01,midlands,85_plus,5
2020-07-02,midlands,85_plus,9
2020-07-03,midlands,85_plus,14
2020-07-04,midlands,85_plus,7
2020-07-05,midlands,85_plus,3
2020-07-06,midlands,85_plus,2
2020-07-07,midlands,85_plus,11
2020-07-08,midlands,85_plus,9
2020-07-09,midlands,85_plus,8
2020-07-10,midlands,85_plus,3
2020-07-11,midlands,85_plus,2
2020-07-12,midlands,85_plus,2
2020-07-13,midlands,85_plus,1
2020-07-14,midlands,85_plus,7
2020-07-15,midlands,85_plus,7
2020-07-16,midlands,85_plus,4
2020-07-17,midlands,85_plus,3
2020-07-18,midlands,85_plus,0
2020-07-19,midlands,85_plus,1
2020-07-20,midlands,85_plus,2
2020-07-21,midlands,85_plus,5
2020-07-22,midlands,85_plus,10
2020-07-23,midlands,85_plus,4
2020-07-24,midlands,85_plus,6
2020-07-25,midlands,85_plus,4
2020-07-26,midlands,85_plus,5
2020-07-27,midlands,85_plus,3
2020-07-28,midlands,85_plus,3
