date,region,age,count
2020-09-16,midlands,65_84,12
2020-09-17,midlands,65_84,12
2020-09-18,midlands,65_84,16
2020-09-19,midlands,65_84,12
2020-09-20,midlands,65_84,13
2020-09-21,midlands,65_84,15
2020-09-22,midlands,65_84,13
2020-09-23,midlands,65_84,19
2020-09-24,midlands,65_84,24
2020-09-25,midlands,65_84,24
2020-09-26,midlands,65_84,26
2020-09-27,midlands,65_84,16
2020-09-28,midlands,65_84,18
2020-09-29,midlands,65_84,25
2020-09-30,midlands,65_84,26
2020-10-01,midlands,65_84,23
2020-10-02,midlands,65_84,33
2020-10-03,midlands,65_84,27
2020-10-04,midlands,65_84,20
2020-10-05,midlands,65_84,33
2020-10-06,midlands,65_84,45
2020-10-07,midlands,65_84,24
2020-10-08,midlands,65_84,33
2020-10-09,midlands,65_84,27
2020-10-10,midlands,65_84,40
2020-10-11,midlands,65_84,25
2020-10-12,midlands,65_84,46
2020-10-13,midlands,65_84,52
2020-10-14,midlands,65_84,70
2020-10-15,midlands,65_84,71
2020-10-16,midlands,65_84,54
2020-10-17,midlands,65_84,48
2020-10-18,midlands,65_84,39
2020-10-19,midlands,65_84,69
2020-10-20,midlands,65_84,77
2020-10-21,midlands,65_84,98
2020-10-22,midlands,65_84,83
2020-10-23,midlands,65_84,101
2020-10-24,midlands,65_84,72
2020-10-25,midlands,65_84,91
2020-10-26,midlands,65_84,109
2020-10-27,midlands,65_84,113
2020-10-28,midlands,65_84,99
2020-10-29,midlands,65_84,127
2020-10-30,midlands,65_84,136
2020-10-31,midlands,65_84,122
2020-11-01,midlands,65_84,121
2020-11-02,midlands,65_84,111
2020-11-03,midlands,65_84,117
2020-11-04,midlands,65_84,123
2020-11-05,midlands,65_84,140
2020-11-06,midlands,65_84,132
2020-11-07,midlands,65_84,133
2020-11-08,midlands,65_84,127
2020-11-09,midlands,65_84,173
2020-11-10,midlands,65_84,187
2020-11-11,midlands,65_84,164
2020-11-12,midlands,65_84,190
2020-11-13,midlands,65_84,191
2020-11-14,midlands,65_84,173
2020-11-15,midlands,65_84,169
2020-11-16,midlands,65_84,161
2020-11-17,midlands,65_84,203
2020-11-18,midlands,65_84,172
2020-11-19,midlands,65_84,166
2020-11-20,midlands,65_84,156
2020-11-21,midlands,65_84,144
2020-11-22,midlands,65_84,118
2020-11-23,midlands,65_84,148
2020-11-24,midlands,65_84,142
2020-11-25,midlands,65_84,135
2020-11-26,midlands,65_84,157
2020-11-27,midlands,65_84,122
2020-11-28,midlands,65_84,98
2020-11-29,midlands,65_84,105
2020-11-30,midlands,65_84,131
2020-12-01,midlands,65_84,128
2020-12-02,midlands,65_84,143
2020-12-03,midlands,65_84,146
2020-12-04,midlands,65_84,154
2020-12-05,midlands,65_84,119
2020-12-06,midlands,65_84,97
2020-12-07,midlands,65_84,147
2020-12-08,midlands,65_84,131
2020-12-09,midlands,65_84,168
2020-12-10,midlands,65_84,164
2020-12-11,midlands,65_84,168
2020-12-12,midlands,65_84,137
2020-12-13,midlands,65_84,153
2020-12-14,midlands,65_84,134
2020-12-15,midlands,65_84,141
2020-12-16,midlands,65_84,182
2020-12-17,midlands,65_84,198
2020-12-18,midlands,65_84,163
2020-12-19,midlands,65_84,107
2020-12-20,midlands,65_84,122
2020-12-21,midlands,65_84,142
2020-12-22,midlands,65_84,184
2020-12-23,midlands,65_84,163
2020-12-24,midlands,65_84,136
2020-12-25,midlands,65_84,105
2020-12-26,midlands,65_84,122
2020-12-27,midlands,65_84,178
2020-12-28,midlands,65_84,160
2020-12-29,midlands,65_84,237
2020-12-30,midlands,65_84,224
2020-12-31,midlands,65_84,195
2021-01-01,midlands,65_84,192
2021-01-02,midlands,65_84,201
2021-01-03,midlands,65_84,244
2021-01-04,midlands,65_84,213
2021-01-05,midlands,65_84,268
2021-01-06,midlands,65_84,296
2021-01-07,midlands,65_84,254
2021-01-08,midlands,65_84,326
2021-01-09,midlands,65_84,280
2021-01-10,midlands,65_84,288
2021-01-11,midlands,65_84,275
2021-01-12,midlands,65_84,361
2021-01-13,midlands,65_84,367
2021-01-14,midlands,65_84,314
2021-01-15,midlands,65_84,308
2021-01-16,midlands,65_84,291
2021-01-17,midlands,65_84,313
2021-01-18,midlands,65_84,303
2021-01-19,midlands,65_84,371
2021-01-20,midlands,65_84,313
2021-01-21,midlands,65_84,289
2021-01-22,midlands,65_84,279
2021-01-23,midlands,65_84,207
2021-01-24,midlands,65_84,220
2021-01-25,midlands,65_84,213
2021-01-26,midlands,65_84,224
2021-01-27,midlands,65_84,226
2021-01-28,midlands,65_84,214
2021-01-29,midlands,65_84,234
2021-01-30,midlands,65_84,194
2021-01-31,midlands,65_84,196
2021-02-01,midlands,65_84,195
2021-02-02,midlands,65_84,206
2021-02-03,midlands,65_84,213
2020-03-19,north_east_and_yorkshire,65_84,8
2020-03-20,north_east_and_yorkshire,65_84,25
2020-03-21,north_east_and_yorkshire,65_84,22
2020-03-22,north_east_and_yorkshire,65_84,27
2020-03-23,north_east_and_yorkshire,65_84,36
2020-03-24,north_east_and_yorkshire,65_84,62
2020-03-25,north_east_and_yorkshire,65_84,71
2020-03-26,north_east_and_yorkshire,65_84,71
2020-03-27,north_east_and_yorkshire,65_84,104
2020-03-28,north_east_and_yorkshire,65_84,122
2020-03-29,north_east_and_yorkshire,65_84,128
2020-03-30,north_east_and_yorkshire,65_84,135
2020-03-31,north_east_and_yorkshire,65_84,183
2020-04-01,north_east_and_yorkshire,65_84,153
2020-04-02,north_east_and_yorkshire,65_84,261
2020-04-03,north_east_and_yorkshire,65_84,219
2020-04-04,north_east_and_yorkshire,65_84,214
2020-04-05,north_east_and_yorkshire,65_84,141
2020-04-06,north_east_and_yorkshire,65_84,170
2020-04-07,north_east_and_yorkshire,65_84,193
2020-04-08,north_east_and_yorkshire,65_84,214
2020-04-09,north_east_and_yorkshire,65_84,139
2020-04-10,north_east_and_yorkshire,65_84,147
2020-04-11,north_east_and_yorkshire,65_84,130
2020-04-12,north_east_and_yorkshire,65_84,117
2020-04-13,north_east_and_yorkshire,65_84,115
2020-04-14,north_east_and_yorkshire,65_84,144
2020-04-15,north_east_and_yorkshire,65_84,139
2020-04-16,north_east_and_yorkshire,65_84,124
2020-04-17,north_east_and_yorkshire,65_84,118
2020-04-18,north_east_and_yorkshire,65_84,118
2020-04-19,north_east_and_yorkshire,65_84,104
2020-04-20,north_east_and_yorkshire,65_84,141
2020-04-21,north_east_and_yorkshire,65_84,121
2020-04-22,north_east_and_yorkshire,65_84,118
2020-04-23,north_east_and_yorkshire,65_84,93
2020-04-24,north_east_and_yorkshire,65_84,105
2020-04-25,north_east_and_yorkshire,65_84,92
2020-04-26,north_east_and_yorkshire,65_84,84
2020-04-27,north_east_and_yorkshire,65_84,101
2020-04-28,north_east_and_yorkshire,65_84,113
2020-04-29,north_east_and_yorkshire,65_84,90
2020-04-30,north_east_and_yorkshire,65_84,91
2020-05-01,north_east_and_yorkshire,65_84,72
2020-05-02,north_east_and_yorkshire,65_84,68
2020-05-03,north_east_and_yorkshire,65_84,73
2020-05-04,north_east_and_yorkshire,65_84,87
2020-05-05,north_east_and_yorkshire,65_84,75
2020-05-06,north_east_and_yorkshire,65_84,56
2020-05-07,north_east_and_yorkshire,65_84,73
2020-05-08,north_east_and_yorkshire,65_84,58
2020-05-09,north_east_and_yorkshire,65_84,37
2020-05-10,north_east_and_yorkshire,65_84,67
2020-05-11,north_east_and_yorkshire,65_84,64
2020-05-12,north_east_and_yorkshire,65_84,68
2020-05-13,north_east_and_yorkshire,65_84,64
2020-05-14,north_east_and_yorkshire,65_84,71
2020-05-15,north_east_and_yorkshire,65_84,46
2020-05-16,north_east_and_yorkshire,65_84,35
2020-05-17,north_east_and_yorkshire,65_84,36
2020-05-18,north_east_and_yorkshire,65_84,43
2020-05-19,north_east_and_yorkshire,65_84,52
2020-05-20,north_east_and_yorkshire,65_84,40
2020-05-21,north_east_and_yorkshire,65_84,59
2020-05-22,north_east_and_yorkshire,65_84,55
2020-05-23,north_east_and_yorkshire,65_84,34
2020-05-24,north_east_and_yorkshire,65_84,43
2020-05-25,north_east_and_yorkshire,65_84,29
2020-05-26,north_east_and_yorkshire,65_84,39
2020-05-27,north_east_and_yorkshire,65_84,34
2020-05-28,north_east_and_yorkshire,65_84,34
2020-05-29,north_east_and_yorkshire,65_84,37
2020-05-30,north_east_and_yorkshire,65_84,28
2020-05-31,north_east_and_yorkshire,65_84,30
2020-06-01,north_east_and_yorkshire,65_84,28
2020-06-02,north_east_and_yorkshire,65_84,37
2020-06-03,north_east_and_yorkshire,65_84,26
2020-06-04,north_east_and_yorkshire,65_84,20
2020-06-05,north_east_and_yorkshire,65_84,31
2020-06-06,north_east_and_yorkshire,65_84,22
2020-06-07,north_east_and_yorkshire,65_84,27
2020-06-08,north_east_and_yorkshire,65_84,19
2020-06-09,north_east_and_yorkshire,65_84,29
2020-06-10,north_east_and_yorkshire,65_84,26
2020-06-11,north_east_and_yorkshire,65_84,22
2020-06-12,north_east_and_yorkshire,65_84,22
2020-06-13,north_east_and_yorkshire,65_84,17
2020-06-14,north_east_and_yorkshire,65_84,12
2020-06-15,north_east_and_yorkshire,65_84,22
2020-06-16,north_east_and_yorkshire,65_84,28
2020-06-17,north_east_and_yorkshire,65_84,28
2020-06-18,north_east_and_yorkshire,65_84,23
2020-06-19,north_east_and_yorkshire,65_84,20
2020-06-20,north_east_and_yorkshire,65_84,15
2020-06-21,north_east_and_yorkshire,65_84,13
2020-06-22,north_east_and_yorkshire,65_84,21
2020-06-23,north_east_and_yorkshire,65_84,21
2020-06-24,north_east_and_yorkshire,65_84,26
2020-06-25,north_east_and_yorkshire,65_84,15
2020-06-26,north_east_and_yorkshire,65_84,20
2020-06-27,north_east_and_yorkshire,65_84,12
2020-06-28,north_east_and_yorkshire,65_84,10
2020-06-29,north_east_and_yorkshire,65_84,15
2020-06-30,north_east_and_yorkshire,65_84,8
2020-07-01,north_east_and_yorkshire,65_84,19
2020-07-02,north_east_and_yorkshire,65_84,14
2020-07-03,north_east_and_yorkshire,65_84,11
2020-07-04,north_east_and_yorkshire,65_84,13
2020-07-05,north_east_and_yorkshire,65_84,7
2020-07-06,north_east_and_yorkshire,65_84,7
2020-07-07,north_east_and_yorkshire,65_84,13
2020-07-08,north_east_and_yorkshire,65_84,9
2020-07-09,north_east_and_yorkshire,65_84,11
2020-07-10,north_east_and_yorkshire,65_84,8
2020-07-11,north_east_and_yorkshire,65_84,6
2020-07-12,north_east_and_yorkshire,65_84,9
2020-07-13,north_east_and_yorkshire,65_84,11
2020-07-14,north_east_and_yorkshire,65_84,11
2020-07-15,north_east_and_yorkshire,65_84,11
2020-07-16,north_east_and_yorkshire,65_84,10
2020-07-17,north_east_and_yorkshire,65_84,9
2020-07-18,north_east_and_yorkshire,65_84,5
2020-07-19,north_east_and_yorkshire,65_84,0
2020-07-20,north_east_and_yorkshire,65_84,3
2020-07-21,north_east_and_yorkshire,65_84,3
2020-07-22,north_east_and_yorkshire,65_84,1
2020-07-23,north_east_and_yorkshire,65_84,7
2020-07-24,north_east_and_yorkshire,65_84,5
2020-07-25,north_east_and_yorkshire,65_84,3
2020-07-26,north_east_and_yorkshire,65_84,7
2020-07-27,north_east_and_yorkshire,65_84,4
2020-07-28,north_east_and_yorkshire,65_84,5
2020-07-29,north_east_and_yorkshire,65_84,2
2020-07-30,north_east_and_yorkshire,65_84,6
2020-07-31,north_east_and_yorkshire,65_84,6
2020-08-01,north_east_and_yorkshire,65_84,4
2020-08-02,north_east_and_yorkshire,65_84,5
2020-08-03,north_east_and_yorkshire,65_84,8
2020-08-04,north_east_and_yorkshire,65_84,10
2020-08-05,north_east_and_yorkshire,65_84,9
2020-08-06,north_east_and_yorkshire,65_84,5
2020-08-07,north_east_and_yorkshire,65_84,8
2020-08-08,north_east_and_yorkshire,65_84,5
2020-08-09,north_east_and_yorkshire,65_84,4
2020-08-10,north_east_and_yorkshire,65_84,6
2020-08-11,north_east_and_yorkshire,65_84,9
2020-08-12,north_east_and_yorkshire,65_84,5
2020-08-13,north_east_and_yorkshire,65_84,5
2020-08-14,north_east_and_yorkshire,65_84,3
2020-08-15,north_east_and_yorkshire,65_84,5
2020-08-16,north_east_and_yorkshire,65_84,3
2020-08-17,north_east_and_yorkshire,65_84,1
2020-08-18,north_east_and_yorkshire,65_84,5
2020-08-19,north_east_and_yorkshire,65_84,5
2020-08-20,north_east_and_yorkshire,65_84,2
2020-08-21,north_east_and_yorkshire,65_84,3
2020-08-22,north_east_and_yorkshire,65_84,3
2020-08-23,north_east_and_yorkshire,65_84,1
2020-08-24,north_east_and_yorkshire,65_84,3
2020-08-25,north_east_and_yorkshire,65_84,4
2020-08-26,north_east_and_yorkshire,65_84,5
2020-08-27,north_east_and_yorkshire,65_84,1
2020-08-28,north_east_and_yorkshire,65_84,4
2020-08-29,north_east_and_yorkshire,65_84,1
2020-08-30,north_east_and_yorkshire,65_84,3
2020-08-31,north_east_and_yorkshire,65_84,3
2020-09-01,north_east_and_yorkshire,65_84,5
2020-09-02,north_east_and_yorkshire,65_84,8
2020-09-03,north_east_and_yorkshire,65_84,3
2020-09-04,north_east_and_yorkshire,65_84,4
2020-09-05,north_east_and_yorkshire,65_84,8
2020-09-06,north_east_and_yorkshire,65_84,2
2020-09-07,north_east_and_yorkshire,65_84,5
2020-09-08,north_east_and_yorkshire,65_84,4
2020-09-09,north_east_and_yorkshire,65_84,15
2020-09-10,north_east_and_yorkshire,65_84,8
2020-09-11,north_east_and_yorkshire,65_84,19
2020-09-12,north_east_and_yorkshire,65_84,11
2020-09-13,north_east_and_yorkshire,65_84,17
2020-09-14,north_east_and_yorkshire,65_84,15
2020-09-15,north_east_and_yorkshire,65_84,14
2020-09-16,north_east_and_yorkshire,65_84,20
2020-09-17,north_east_and_yorkshire,65_84,21
2020-09-18,north_east_and_yorkshire,65_84,22
2020-09-19,north_east_and_yorkshire,65_84,21
2020-09-20,north_east_and_yorkshire,65_84,23
2020-09-21,north_east_and_yorkshire,65_84,35
2020-09-22,north_east_and_yorkshire,65_84,36
2020-09-23,north_east_and_yorkshire,65_84,25
2020-09-24,north_east_and_yorkshire,65_84,41
2020-09-25,north_east_and_yorkshire,65_84,24
2020-09-26,north_east_and_yorkshire,65_84,26
2020-09-27,north_east_and_yorkshire,65_84,25
2020-09-28,north_east_and_yorkshire,65_84,28
2020-09-29,north_east_and_yorkshire,65_84,40
2020-09-30,north_east_and_yorkshire,65_84,36
2020-10-01,north_east_and_yorkshire,65_84,34
2020-10-02,north_east_and_yorkshire,65_84,37
2020-10-03,north_east_and_yorkshire,65_84,42
2020-10-04,north_east_and_yorkshire,65_84,50
2020-10-05,north_east_and_yorkshire,65_84,68
2020-10-06,north_east_and_yorkshire,65_84,52
2020-10-07,north_east_and_yorkshire,65_84,75
2020-10-08,north_east_and_yorkshire,65_84,57
2020-10-09,north_east_and_yorkshire,65_84,54
2020-10-10,north_east_and_yorkshire,65_84,71
2020-10-11,north_east_and_yorkshire,65_84,84
2020-10-12,north_east_and_yorkshire,65_84,71
2020-10-13,north_east_and_yorkshire,65_84,73
2020-10-14,north_east_and_yorkshire,65_84,82
2020-10-15,north_east_and_yorkshire,65_84,77
2020-10-16,north_east_and_yorkshire,65_84,88
2020-10-17,north_east_and_yorkshire,65_84,80
2020-10-18,north_east_and_yorkshire,65_84,105
2020-10-19,north_east_and_yorkshire,65_84,98
2020-10-20,north_east_and_yorkshire,65_84,99
2020-10-21,north_east_and_yorkshire,65_84,124
2020-10-22,north_east_and_yorkshire,65_84,138
2020-10-23,north_east_and_yorkshire,65_84,107
2020-10-24,north_east_and_yorkshire,65_84,134
2020-10-25,north_east_and_yorkshire,65_84,146
2020-10-26,north_east_and_yorkshire,65_84,150
2020-10-27,north_east_and_yorkshire,65_84,162
2020-10-28,north_east_and_yorkshire,65_84,148
2020-10-29,north_east_and_yorkshire,65_84,173
2020-10-30,north_east_and_yorkshire,65_84,176
2020-10-31,north_east_and_yorkshire,65_84,117
2020-11-01,north_east_and_yorkshire,65_84,163
2020-11-02,north_east_and_yorkshire,65_84,160
2020-11-03,north_east_and_yorkshire,65_84,152
2020-11-04,north_east_and_yorkshire,65_84,184
2020-11-05,north_east_and_yorkshire,65_84,152
2020-11-06,north_east_and_yorkshire,65_84,162
2020-11-07,north_east_and_yorkshire,65_84,152
2020-11-08,north_east_and_yorkshire,65_84,163
2020-11-09,north_east_and_yorkshire,65_84,162
2020-11-10,north_east_and_yorkshire,65_84,190
2020-11-11,north_east_and_yorkshire,65_84,208
2020-11-12,north_east_and_yorkshire,65_84,188
2020-11-13,north_east_and_yorkshire,65_84,179
2020-11-14,north_east_and_yorkshire,65_84,203
2020-11-15,north_east_and_yorkshire,65_84,158
2020-11-16,north_east_and_yorkshire,65_84,195
2020-11-17,north_east_and_yorkshire,65_84,162
2020-11-18,north_east_and_yorkshire,65_84,174
2020-11-19,north_east_and_yorkshire,65_84,174
2020-11-20,north_east_and_yorkshire,65_84,153
2020-11-21,north_east_and_yorkshire,65_84,141
2020-11-22,north_east_and_yorkshire,65_84,119
2020-11-23,north_east_and_yorkshire,65_84,121
2020-11-24,north_east_and_yorkshire,65_84,155
2020-11-25,north_east_and_yorkshire,65_84,142
2020-11-26,north_east_and_yorkshire,65_84,114
2020-11-27,north_east_and_yorkshire,65_84,115
2020-11-28,north_east_and_yorkshire,65_84,91
2020-11-29,north_east_and_yorkshire,65_84,95
2020-11-30,north_east_and_yorkshire,65_84,115
2020-12-01,north_east_and_yorkshire,65_84,100
2020-12-02,north_east_and_yorkshire,65_84,114
2020-12-03,north_east_and_yorkshire,65_84,110
2020-12-04,north_east_and_yorkshire,65_84,103
2020-12-05,north_east_and_yorkshire,65_84,86
2020-12-06,north_east_and_yorkshire,65_84,108
2020-12-07,north_east_and_yorkshire,65_84,104
2020-12-08,north_east_and_yorkshire,65_84,109
2020-12-09,north_east_and_yorkshire,65_84,95
2020-12-10,north_east_and_yorkshire,65_84,104
2020-12-11,north_east_and_yorkshire,65_84,95
2020-12-12,north_east_and_yorkshire,65_84,105
2020-12-13,north_east_and_yorkshire,65_84,111
2020-12-14,north_east_and_yorkshire,65_84,115
2020-12-15,north_east_and_yorkshire,65_84,135
2020-12-16,north_east_and_yorkshire,65_84,128
2020-12-17,north_east_and_yorkshire,65_84,119
2020-12-18,north_east_and_yorkshire,65_84,125
2020-12-19,north_east_and_yorkshire,65_84,112
2020-12-20,north_east_and_yorkshire,65_84,98
2020-12-21,north_east_and_yorkshire,65_84,125
2020-12-22,north_east_and_yorkshire,65_84,113
2020-12-23,north_east_and_yorkshire,65_84,136
2020-12-24,north_east_and_yorkshire,65_84,124
2020-12-25,north_east_and_yorkshire,65_84,80
2020-12-26,north_east_and_yorkshire,65_84,118
2020-12-27,north_east_and_yorkshire,65_84,138
2020-12-28,north_east_and_yorkshire,65_84,125
2020-12-29,north_east_and_yorkshire,65_84,147
2020-12-30,north_east_and_yorkshire,65_84,153
2020-12-31,north_east_and_yorkshire,65_84,147
2021-01-01,north_east_and_yorkshire,65_84,128
2021-01-02,north_east_and_yorkshire,65_84,152
2021-01-03,north_east_and_yorkshire,65_84,163
2021-01-04,north_east_and_yorkshire,65_84,165
2021-01-05,north_east_and_yorkshire,65_84,162
2021-01-06,north_east_and_yorkshire,65_84,168
2021-01-07,north_east_and_yorkshire,65_84,199
2021-01-08,north_east_and_yorkshire,65_84,192
2021-01-09,north_east_and_yorkshire,65_84,156
2021-01-10,north_east_and_yorkshire,65_84,194
2021-01-11,north_east_and_yorkshire,65_84,189
2021-01-12,north_east_and_yorkshire,65_84,189
2021-01-13,north_east_and_yorkshire,65_84,200
2021-01-14,north_east_and_yorkshire,65_84,161
2021-01-15,north_east_and_yorkshire,65_84,208
2021-01-16,north_east_and_yorkshire,65_84,158
2021-01-17,north_east_and_yorkshire,65_84,182
2021-01-18,north_east_and_yorkshire,65_84,223
2021-01-19,north_east_and_yorkshire,65_84,213
2021-01-20,north_east_and_yorkshire,65_84,189
2021-01-21,north_east_and_yorkshire,65_84,201
2021-01-22,north_east_and_yorkshire,65_84,186
2021-01-23,north_east_and_yorkshire,65_84,143
2021-01-24,north_east_and_yorkshire,65_84,154
2021-01-25,north_east_and_yorkshire,65_84,168
2021-01-26,north_east_and_yorkshire,65_84,150
2021-01-27,north_east_and_yorkshire,65_84,160
2021-01-28,north_east_and_yorkshire,65_84,146
2021-01-29,north_east_and_yorkshire,65_84,158
2021-01-30,north_east_and_yorkshire,65_84,123
2021-01-31,north_east_and_yorkshire,65_84,136
2021-02-01,north_east_and_yorkshire,65_84,128
2021-02-02,north_east_and_yorkshire,65_84,155
2021-02-03,north_east_and_yorkshire,65_84,153
2020-03-19,north_west,65_84,20
2020-03-20,north_west,65_84,24
2020-03-21,north_west,65_84,22
2020-03-22,north_west,65_84,32
2020-03-23,north_west,65_84,36
2020-03-24,north_west,65_84,35
2020-03-25,north_west,65_84,45
2020-03-26,north_west,65_84,88
2020-03-27,north_west,65_84,89
2020-03-28,north_west,65_84,77
2020-03-29,north_west,65_84,108
2020-03-30,north_west,65_84,99
2020-03-31,north_west,65_84,195
2020-04-01,north_west,65_84,173
2020-04-02,north_west,65_84,231
2020-04-03,north_west,65_84,224
2020-04-04,north_west,65_84,222
2020-04-05,north_west,65_84,196
2020-04-06,north_west,65_84,145
2020-04-07,north_west,65_84,157
2020-04-08,north_west,65_84,195
2020-04-09,north_west,65_84,158
2020-04-10,north_west,65_84,222
2020-04-11,north_west,65_84,145
2020-04-12,north_west,65_84,138
2020-04-13,north_west,65_84,137
2020-04-14,north_west,65_84,126
2020-04-15,north_west,65_84,116
2020-04-16,north_west,65_84,96
2020-04-17,north_west,65_84,122
2020-04-18,north_west,65_84,114
2020-04-19,north_west,65_84,94
2020-04-20,north_west,65_84,101
2020-04-21,north_west,65_84,88
2020-04-22,north_west,65_84,127
2020-04-23,north_west,65_84,98
2020-04-24,north_west,65_84,85
2020-04-25,north_west,65_84,92
2020-04-26,north_west,65_84,79
2020-04-27,north_west,65_84,94
2020-04-28,north_west,65_84,90
2020-04-29,north_west,65_84,83
2020-04-30,north_west,65_84,101
2020-05-01,north_west,65_84,86
2020-05-02,north_west,65_84,87
2020-05-03,north_west,65_84,79
2020-05-04,north_west,65_84,85
2020-05-05,north_west,65_84,89
2020-05-06,north_west,65_84,85
2020-05-07,north_west,65_84,74
2020-05-08,north_west,65_84,76
2020-05-09,north_west,65_84,52
2020-05-10,north_west,65_84,89
2020-05-11,north_west,65_84,70
2020-05-12,north_west,65_84,109
2020-05-13,north_west,65_84,96
2020-05-14,north_west,65_84,72
2020-05-15,north_west,65_84,72
2020-05-16,north_west,65_84,67
2020-05-17,north_west,65_84,64
2020-05-18,north_west,65_84,73
2020-05-19,north_west,65_84,84
2020-05-20,north_west,65_84,78
2020-05-21,north_west,65_84,79
2020-05-22,north_west,65_84,82
2020-05-23,north_west,65_84,78
2020-05-24,north_west,65_84,53
2020-05-25,north_west,65_84,59
2020-05-26,north_west,65_84,47
2020-05-27,north_west,65_84,65
2020-05-28,north_west,65_84,81
2020-05-29,north_west,65_84,65
2020-05-30,north_west,65_84,47
2020-05-31,north_west,65_84,45
2020-06-01,north_west,65_84,67
2020-06-02,north_west,65_84,70
2020-06-03,north_west,65_84,49
2020-06-04,north_west,65_84,50
2020-06-05,north_west,65_84,42
2020-06-06,north_west,65_84,31
2020-06-07,north_west,65_84,25
2020-06-08,north_west,65_84,29
2020-06-09,north_west,65_84,27
2020-06-10,north_west,65_84,42
2020-06-11,north_west,65_84,55
2020-06-12,north_west,65_84,38
2020-06-13,north_west,65_84,36
2020-06-14,north_west,65_84,27
2020-06-15,north_west,65_84,39
2020-06-16,north_west,65_84,28
2020-06-17,north_west,65_84,51
2020-06-18,north_west,65_84,37
2020-06-19,north_west,65_84,32
2020-06-20,north_west,65_84,21
2020-06-21,north_west,65_84,11
2020-06-22,north_west,65_84,30
2020-06-23,north_west,65_84,32
2020-06-24,north_west,65_84,27
2020-06-25,north_west,65_84,41
2020-06-26,north_west,65_84,27
2020-06-27,north_west,65_84,22
2020-06-28,north_west,65_84,19
2020-06-29,north_west,65_84,14
2020-06-30,north_west,65_84,8
2020-07-01,north_west,65_84,7
2020-07-02,north_west,65_84,12
2020-07-03,north_west,65_84,6
2020-07-04,north_west,65_84,6
2020-07-05,north_west,65_84,12
2020-07-06,north_west,65_84,12
2020-07-07,north_west,65_84,8
2020-07-08,north_west,65_84,8
2020-07-09,north_west,65_84,8
2020-07-10,north_west,65_84,8
2020-07-11,north_west,65_84,3
2020-07-12,north_west,65_84,8
2020-07-13,north_west,65_84,4
2020-07-14,north_west,65_84,9
2020-07-15,north_west,65_84,8
2020-07-16,north_west,65_84,8
2020-07-17,north_west,65_84,11
2020-07-18,north_west,65_84,2
2020-07-19,north_west,65_84,1
2020-07-20,north_west,65_84,4
2020-07-21,north_west,65_84,8
2020-07-22,north_west,65_84,12
2020-07-23,north_west,65_84,8
2020-07-24,north_west,65_84,14
2020-07-25,north_west,65_84,6
2020-07-26,north_west,65_84,2
2020-07-27,north_west,65_84,3
2020-07-28,north_west,65_84,3
2020-07-29,north_west,65_84,6
2020-07-30,north_west,65_84,3
2020-07-31,north_west,65_84,11
2020-08-01,north_west,65_84,4
2020-08-02,north_west,65_84,5
2020-08-03,north_west,65_84,5
2020-08-04,north_west,65_84,9
2020-08-05,north_west,65_84,5
2020-08-06,north_west,65_84,4
2020-08-07,north_west,65_84,4
2020-08-08,north_west,65_84,8
2020-08-09,north_west,65_84,6
2020-08-10,north_west,65_84,6
2020-08-11,north_west,65_84,0
2020-08-12,north_west,65_84,6
2020-08-13,north_west,65_84,5
2020-08-14,north_west,65_84,2
2020-08-15,north_west,65_84,2
2020-08-16,north_west,65_84,1
2020-08-17,north_west,65_84,1
2020-08-18,north_west,65_84,5
2020-08-19,north_west,65_84,4
2020-08-20,north_west,65_84,8
2020-08-21,north_west,65_84,1
2020-08-22,north_west,65_84,5
2020-08-23,north_west,65_84,0
2020-08-24,north_west,65_84,2
2020-08-25,north_west,65_84,5
2020-08-26,north_west,65_84,4
2020-08-27,north_west,65_84,1
2020-08-28,north_west,65_84,15
2020-08-29,north_west,65_84,3
2020-08-30,north_west,65_84,6
2020-08-31,north_west,65_84,6
2020-09-01,north_west,65_84,8
2020-09-02,north_west,65_84,10
2020-09-03,north_west,65_84,10
2020-09-04,north_west,65_84,9
2020-09-05,north_west,65_84,6
2020-09-06,north_west,65_84,9
2020-09-07,north_west,65_84,14
2020-09-08,north_west,65_84,15
2020-09-09,north_west,65_84,7
2020-09-10,north_west,65_84,12
2020-09-11,north_west,65_84,13
2020-09-12,north_west,65_84,13
2020-09-13,north_west,65_84,30
2020-09-14,north_west,65_84,23
2020-09-15,north_west,65_84,28
2020-09-16,north_west,65_84,23
2020-09-17,north_west,65_84,25
2020-09-18,north_west,65_84,18
2020-09-19,north_west,65_84,21
2020-09-20,north_west,65_84,26
2020-09-21,north_west,65_84,28
2020-09-22,north_west,65_84,47
2020-09-23,north_west,65_84,37
2020-09-24,north_west,65_84,50
2020-09-25,north_west,65_84,35
2020-09-26,north_west,65_84,26
2020-09-27,north_west,65_84,31
2020-09-28,north_west,65_84,35
2020-09-29,north_west,65_84,46
2020-09-30,north_west,65_84,38
2020-10-01,north_west,65_84,42
2020-10-02,north_west,65_84,61
2020-10-03,north_west,65_84,60
2020-10-04,north_west,65_84,67
2020-10-05,north_west,65_84,91
2020-10-06,north_west,65_84,75
2020-10-07,north_west,65_84,79
2020-10-08,north_west,65_84,65
2020-10-09,north_west,65_84,80
2020-10-10,north_west,65_84,89
2020-10-11,north_west,65_84,94
2020-10-12,north_west,65_84,86
